,X_O2
0,0.06809999961851393
1,0.06809999784370686
2,0.06809999092784749
3,0.06809997318908594
4,0.06809993732659368
5,0.06809985048486013
6,0.06809971140362865
7,0.06809957053356229
8,0.06809938084375908
9,0.06809913713760463
10,0.06809888135251213
11,0.06809852576200766
12,0.06809809482503443
13,0.06809760478486424
14,0.06809691392884665
15,0.06809599184287182
16,0.06809490215902593
17,0.06809350753268299
18,0.06809179217799208
19,0.06808913818876433
20,0.06808640139071964
21,0.06808358934534953
22,0.06808070816574185
23,0.06807758661790636
24,0.06807110867329377
25,0.06806749060157281
26,0.06806491978265543
27,0.06806063258128307
28,0.06805542964320528
29,0.06804931609068066
30,0.06803827923536566
31,0.0680246962355625
32,0.06801069266235582
33,0.06799631372487792
34,0.06798159514039033
35,0.06796778600720152
36,0.06794727735954281
37,0.06792630016771509
38,0.06791019370414204
39,0.06789959191096337
40,0.06788467109649365
41,0.06787762512416813
42,0.06785505485037592
43,0.06781869417508321
44,0.06778154814326598
45,0.06775713333541754
46,0.06773938988153723
47,0.06772060734843237
48,0.06767180492331111
49,0.06758996633417555
50,0.06750608871917997
51,0.06744253951717545
52,0.06740536603229366
53,0.06736561585696613
54,0.06719186485709264
55,0.06700623776005826
56,0.06675470588185478
57,0.06655470886164529
58,0.06647181923339886
59,0.0663033014165941
60,0.06604895336304697
61,0.06578702974558916
62,0.06551624405639887
63,0.06523486833437861
64,0.06488385361085182
65,0.06450070591926682
66,0.06432113303157783
67,0.06418354071702036
68,0.0640763392198241
69,0.063997191407657
70,0.06386220784810863
71,0.06347738787404797
72,0.06311752997727403
73,0.06298238602662977
74,0.06288309207940987
75,0.06279858546465872
76,0.06260286181090985
77,0.06224506026994351
78,0.06184087738352138
79,0.061374558646879414
80,0.06101937827022355
81,0.06040256388724534
82,0.05988198281555495
83,0.059696042358609175
84,0.05953549354176457
85,0.0594176990315031
86,0.059346631982332775
87,0.059144539849324725
88,0.058642871423827264
89,0.057839204140933874
90,0.05725252938108851
91,0.056967476635802185
92,0.056553899301453624
93,0.056085943252298376
94,0.055851198811482164
95,0.05565009286474901
96,0.05544150875167669
97,0.05519001406944693
98,0.054639561049753586
99,0.05403951346438688
100,0.0533866753968368
101,0.05267886544229977
102,0.05191548947899985
103,0.050466208629953636
104,0.049611947674638
105,0.04897338851048695
106,0.04876577019970463
107,0.048677957476299966
108,0.0485968731365914
109,0.04807928988913277
110,0.04723967467296542
111,0.046295804344848895
112,0.04536672772785896
113,0.044759610954633273
114,0.043870617342051436
115,0.04263105930022796
116,0.04198961095294152
117,0.04188833454567724
118,0.041863196569558815
119,0.04182317547557851
120,0.04158542504480662
121,0.04096835402876802
122,0.04005895875170015
123,0.03937633125344005
124,0.03886912128546582
125,0.03842419459005639
126,0.03811102152283797
127,0.03801294099101516
128,0.03798149018756943
129,0.03796062546181216
130,0.037833851307046217
131,0.037436581482541656
132,0.037040278687163086
133,0.036736163506674115
134,0.03657827381814782
135,0.03648283397658041
136,0.0363076044436141
137,0.03618031830717525
138,0.03614993835709505
139,0.03616478488704206
140,0.036180464789840855
141,0.03621656625505119
142,0.03633966232173578
143,0.036508304349954286
144,0.036710911685128335
145,0.036908786345618484
146,0.03715798706421965
147,0.03768105955336284
148,0.0379623565662546
149,0.03808584119086598
150,0.038160406728687785
151,0.03820180434767111
152,0.0382434927956707
153,0.03843957544792877
154,0.038848512494492296
155,0.03929632597979992
156,0.03964576466144669
157,0.03987011779837921
158,0.039945264749701816
159,0.03985962641924309
160,0.03970473405072924
161,0.03947738110993913
162,0.03918989818064356
163,0.03886124286061789
164,0.038515118415686486
165,0.0381966297458411
166,0.037976720019936266
167,0.03781508400289712
168,0.03754463889868707
169,0.037260001777326905
170,0.03714335525967007
171,0.03716681645351296
172,0.03729055502345768
173,0.037426864705689185
174,0.037612637679429614
175,0.037850492110701295
176,0.03798416028861322
177,0.038010367950484715
178,0.03801699343675955
179,0.03803516980233829
180,0.038108954047014296
181,0.03819722863564981
182,0.0381492486788708
183,0.03796904805934867
184,0.037751518345878664
185,0.03758990898716261
186,0.03753024466044632
187,0.03756454646469164
188,0.037652368720488286
189,0.037765636294967264
190,0.0378234827461611
191,0.03778018612532711
192,0.03769929056672629
193,0.037653908497423366
194,0.03766479269960856
195,0.03770279485635721
196,0.0377289413414178
197,0.037726677253304634
198,0.03770671733805973
199,0.037689880095504336
200,0.03768761107928517
201,0.037696371245026734
202,0.037705523855952466
203,0.037707818700191055
204,0.037701972187956206
205,0.03769638202077029
206,0.03769870017651657
207,0.03770185269447171
208,0.03770093272257834
209,0.037699072499876585
210,0.0376992850385896
211,0.03770027625966528
212,0.03770021573194637
213,0.03769960711768343
214,0.0376999548190924
215,0.03769990517176136
216,0.03769980382178829
217,0.03769989865063948
218,0.03769984803210555
219,0.037699872807580366
220,0.03769985835910502
221,0.03769986556515099
222,0.03769986355856573
223,0.03769986303852895
224,0.03769986316522949
