,X_O2
0,0.06809999959382684
1,0.06809999831519814
2,0.06809999386891745
3,0.06809998087619827
4,0.06809994946026916
5,0.06809988816034622
6,0.06809975971764035
7,0.06809954716962717
8,0.06809932090652311
9,0.06809895138515956
10,0.06809854801450774
11,0.06809807850758819
12,0.06809739736025416
13,0.06809668924080907
14,0.06809565934002056
15,0.06809452124119705
16,0.06809293947894575
17,0.06809113077573957
18,0.06808927457049083
19,0.06808619854178684
20,0.06808125193048452
21,0.06807571744987315
22,0.06807031859243219
23,0.06806655563358763
24,0.06806257828129461
25,0.06805433068030656
26,0.06804520112488713
27,0.06803581268654839
28,0.06802464332375603
29,0.06800947593619162
30,0.06799387280729059
31,0.06797238628650151
32,0.06794801618503161
33,0.06793413639717923
34,0.06792671088055308
35,0.06792075296612421
36,0.06791614294535775
37,0.06790845826887627
38,0.06787833951896657
39,0.06783363415658944
40,0.06778758558936346
41,0.06775198338131748
42,0.06771868814696655
43,0.0676781236921207
44,0.06755285899696273
45,0.06746249342248549
46,0.0674340053299753
47,0.06739763466887802
48,0.06737687450113415
49,0.06733462211207845
50,0.06719381869193275
51,0.06691826520602957
52,0.06666732848447944
53,0.06653629502786093
54,0.06647121795679996
55,0.06639980790061806
56,0.06618156007830743
57,0.06574887889711185
58,0.06536984150620387
59,0.06503071221816657
60,0.06477318421339552
61,0.06442305651365762
62,0.06404568588870266
63,0.06363453625119746
64,0.06336948639006157
65,0.06300528002169524
66,0.06258720617683942
67,0.06211900420269365
68,0.06160237825053391
69,0.06118414615315136
70,0.06071237122899947
71,0.06017159052262045
72,0.0595399314642543
73,0.05889039634272668
74,0.058300143600414266
75,0.057616252604413165
76,0.0568138977360213
77,0.056146177022169834
78,0.055594526226543234
79,0.0550797965244416
80,0.05452009802608869
81,0.05364911987335794
82,0.05274201395131058
83,0.05229198654344559
84,0.051856860979396416
85,0.051726324873207434
86,0.051657172183976766
87,0.0513468333982896
88,0.05058998264763473
89,0.049471142208883566
90,0.048704159687962184
91,0.04841225775258096
92,0.04806569138314761
93,0.047463393539917464
94,0.046725532220728734
95,0.04598735407982045
96,0.04532243750098621
97,0.04469936059193285
98,0.043603423500897034
99,0.042651349438904036
100,0.04242074005891596
101,0.04238288898436258
102,0.04236869809110085
103,0.04231428854173176
104,0.041879071877216616
105,0.041124496716818906
106,0.040257564834606525
107,0.03963760070285567
108,0.039107326600787286
109,0.03862082699238616
110,0.03844734630161256
111,0.038404490031881136
112,0.0383878938783426
113,0.0383732163197999
114,0.0382992839204467
115,0.037970349436185234
116,0.0374344255327683
117,0.03684478616297032
118,0.03641403713677098
119,0.03617932255682789
120,0.03580299376960422
121,0.035281744529987585
122,0.03485669274796368
123,0.03468815525841752
124,0.034633479062314336
125,0.03449511182131361
126,0.034318009293852404
127,0.034236689416248946
128,0.034231939703214316
129,0.034232061797778136
130,0.034232575835238976
131,0.0342346838021877
132,0.03426169828817381
133,0.034339379317672
134,0.03438695010539928
135,0.03440705291838633
136,0.03442185827750153
137,0.034506991770569706
138,0.03472265285609775
139,0.035042063571652814
140,0.0354020998690127
141,0.03578774292441738
142,0.036043471178778236
143,0.036222803378321136
144,0.036351865637176066
145,0.03648091874675223
146,0.036652127957777315
147,0.03707709751249498
148,0.0375920424933738
149,0.03795319567696085
150,0.038257483662817005
151,0.03852968563124781
152,0.038858989863970635
153,0.03909138459913165
154,0.0391878401175939
155,0.03915473770709047
156,0.0390353179052983
157,0.0388773439041631
158,0.03858120822372785
159,0.038241330958924416
160,0.038042946679750264
161,0.037915385142262316
162,0.037837497424223585
163,0.03767059030061982
164,0.03730453225247712
165,0.036933708135627984
166,0.036573315136590484
167,0.03638875627483069
168,0.03626836777770751
169,0.036023201723730636
170,0.03562042291239016
171,0.035308953855499224
172,0.035128408678394826
173,0.035078275342494636
174,0.03506558287187085
175,0.03509156848597938
176,0.035264804007504674
177,0.03550370800290234
178,0.03558267404288875
179,0.03559978319004165
180,0.03564439706735228
181,0.035834873158762916
182,0.03616229988020375
183,0.0364749675464971
184,0.036636072780513874
185,0.036872487568695225
186,0.03704987586003875
187,0.037053422749693095
188,0.03701942951027819
189,0.03698899645383661
190,0.0369700392052666
191,0.0369209565979962
192,0.036743989043146665
193,0.03644437927338184
194,0.03627855517734287
195,0.036217780236593625
196,0.03610095228781772
197,0.03586521688616826
198,0.03569002334641562
199,0.03558851892138895
200,0.03556110699909552
201,0.03562224500398396
202,0.03578972764638274
203,0.036003354986016305
204,0.03611146517045172
205,0.03613756554815371
206,0.036149393418925216
207,0.036162472866522334
208,0.03623151766142493
209,0.03635238622860574
210,0.03641042472012174
211,0.03638590216578706
212,0.036289896728188886
213,0.036150611672747975
214,0.036005574723958475
215,0.035889774208482605
216,0.035825604931328484
217,0.03581905721401587
218,0.035875662642478635
219,0.036000430599684066
220,0.036117796436762495
221,0.03617349806444748
222,0.03615023538297021
223,0.03607167515665717
224,0.035986158040761024
225,0.03593713662152921
226,0.035940872455541194
227,0.03598444581697148
228,0.036038941202322254
229,0.036076162757154834
230,0.03608119094348311
231,0.03605713569901231
232,0.036020882526471336
233,0.035992386063820415
234,0.03598398482341349
235,0.036001934843846096
236,0.03603481424994559
237,0.03604636600245694
238,0.03603080958911828
239,0.03601053304005818
240,0.036006642456571
241,0.03601843642373341
242,0.036030114136172985
243,0.036030261824480304
244,0.03602178760600665
245,0.03601529092584748
246,0.036016587018235284
247,0.03602229213927382
248,0.0360256320163093
249,0.03602396597342982
250,0.03602026241623472
251,0.03601869192940908
252,0.036021086729618824
253,0.0360231641921184
254,0.03602133547452627
255,0.036020329002341166
256,0.03602163245409636
257,0.0360220494210826
258,0.036021166121420166
259,0.03602104751720582
260,0.036021618285522645
261,0.036021599852500766
262,0.036021222398877506
263,0.036021525296108595
264,0.03602136538760711
265,0.0360213985633182
266,0.03602143938820829
267,0.03602137644011684
268,0.036021428131276664
269,0.03602139468955437
270,0.03602141581346801
271,0.036021405089934184
272,0.03602140760051484
273,0.03602140923286865
