,X_O2
0,0.06809999956507598
1,0.06809999755693594
2,0.06809999249668656
3,0.06809998149717797
4,0.06809995712193613
5,0.06809992659608087
6,0.06809989227605187
7,0.06809980301555157
8,0.06809957260695809
9,0.06809928281659675
10,0.06809893601280438
11,0.06809839927282373
12,0.06809782790898711
13,0.0680970696531206
14,0.06809610996514226
15,0.06809500558705538
16,0.06809342651780627
17,0.0680917925362838
18,0.06808942426827576
19,0.06808680026511647
20,0.06808281680770663
21,0.06807853916789175
22,0.06807412357642717
23,0.06806958463846867
24,0.0680649341509028
25,0.06805758285330071
26,0.06804015511243293
27,0.06802185541746772
28,0.06800614799765987
29,0.06799807686439956
30,0.06798620448980597
31,0.0679653857090383
32,0.06794402445251907
33,0.06792216810367034
34,0.06789122428389716
35,0.06783488563256918
36,0.06779904773177016
37,0.06778484580560636
38,0.06777530636455872
39,0.06776642930731452
40,0.06774999629437096
41,0.06769017319625091
42,0.06759468133988633
43,0.0674957030377728
44,0.06740626447006487
45,0.06734265378013338
46,0.06718337154608202
47,0.06690075571963976
48,0.06656239520729472
49,0.0661994670498034
50,0.06580920090637897
51,0.0654450995054136
52,0.06502278658096282
53,0.06445993683201902
54,0.06401875169028516
55,0.06368723430780474
56,0.06343829050764138
57,0.06323671186198712
58,0.0628860848691346
59,0.06248926151663965
60,0.06205410182141832
61,0.061571562411140125
62,0.06102928963068136
63,0.06041002673212705
64,0.059689095805622025
65,0.05908033805938316
66,0.05841070443391015
67,0.057870739175918076
68,0.0569256309459325
69,0.05632154278269647
70,0.05590676656307368
71,0.05553691480385114
72,0.05533969163351813
73,0.05494959425619725
74,0.05406613452068633
75,0.053067418455808965
76,0.051941654710455504
77,0.05118232594656991
78,0.050493451397938136
79,0.049769783149913344
80,0.04943423166737063
81,0.04936922133124905
82,0.04934286424734918
83,0.049327372829925775
84,0.04927608450909557
85,0.048841469139521615
86,0.048006138160254216
87,0.04714942863621474
88,0.04628051331371672
89,0.045622693397542
90,0.04477958407061868
91,0.04385042083070861
92,0.042951322070006924
93,0.042196776466474566
94,0.04181506610422382
95,0.04159233830448475
96,0.04126302226405682
97,0.04045458183859645
98,0.03950169901574696
99,0.03894951261235937
100,0.038768820101223886
101,0.038645693231170584
102,0.038197640576589614
103,0.03750734282893045
104,0.03685251296350014
105,0.03652657759071819
106,0.03633405231516361
107,0.035969027092901534
108,0.035285491627264264
109,0.03463658165676247
110,0.034334101733572236
111,0.03421406496560913
112,0.034032873909389784
113,0.033572564976673464
114,0.033027653543628174
115,0.032581381579577406
116,0.032248824096077135
117,0.032193622792745284
118,0.03206925941121911
119,0.03180204301912517
120,0.0315709886957753
121,0.03141582868147149
122,0.03132620010961696
123,0.031294555456250865
124,0.03133221353716774
125,0.03134900315301912
126,0.03135717930459538
127,0.03136439760020877
128,0.031371164672486435
129,0.03137821101284132
130,0.03140616813721237
131,0.031570156960348913
132,0.03180189028926959
133,0.032083389469385694
134,0.032404492425963466
135,0.032648331991992983
136,0.03289232554370525
137,0.033145734135546674
138,0.0334067596996025
139,0.03367378494818291
140,0.03394535346734192
141,0.03422015143237761
142,0.034855972981597816
143,0.03560792573869522
144,0.036078095188936635
145,0.036403703699755985
146,0.03672254513937279
147,0.03733291329605826
148,0.03803260219362644
149,0.03865380600776296
150,0.03906817552323542
151,0.03931267347073639
152,0.039497335035948704
153,0.03964899753248606
154,0.03980332215312292
155,0.03985585515554148
156,0.03978136591680389
157,0.03970118386384317
158,0.0396397871701671
159,0.03957445602110739
160,0.039353643433106884
161,0.03898160084548245
162,0.03880513461373152
163,0.038688590674345366
164,0.03861073413743033
165,0.03836324704749201
166,0.03800236795451862
167,0.03769754693631547
168,0.03741438935849479
169,0.03710086143990258
170,0.0366242019673324
171,0.036131165763922064
172,0.03566436671593555
173,0.035323418311269554
174,0.034989823282012875
175,0.03464364879289798
176,0.03411821937427376
177,0.03364533346545199
178,0.03330573921956182
179,0.033201698793500656
180,0.03315902094200252
181,0.033025696186759164
182,0.032693594240802495
183,0.0323245222275144
184,0.03207389543585856
185,0.031941122108894195
186,0.03190986371257298
187,0.03196200107141161
188,0.032029576206994835
189,0.03206694959359455
190,0.03209024985700476
191,0.032115261210852335
192,0.032259321198593906
193,0.03254049250934425
194,0.032874562749983474
195,0.03324662147108612
196,0.033643878310382035
197,0.03405529949026917
198,0.03447125543928852
199,0.03488318477479785
200,0.035283274436608954
201,0.03548341639702233
202,0.035570089640459636
203,0.035937411951670384
204,0.036326723167601965
205,0.0366471882533783
206,0.03683127458221822
207,0.036976254116693634
208,0.03707622968405638
209,0.037123880334477034
210,0.03705476340475481
211,0.03694448392367995
212,0.03687398757081592
213,0.0368312885884821
214,0.03679383889131116
215,0.036734566240705896
216,0.036488034828504316
217,0.03604548122565225
218,0.03581542008006599
219,0.035736766404274485
220,0.03564779726748055
221,0.035346846590112634
222,0.034765491198258835
223,0.03437232051318388
224,0.03424753055810607
225,0.03418753890861065
226,0.03398548019821343
227,0.033534779267564784
228,0.033070756632987114
229,0.032816133255994154
230,0.032734811639579316
231,0.03258962613054681
232,0.032374665884779635
233,0.032276425478634116
234,0.03231222004778625
235,0.032390445243516613
236,0.0324799970471943
237,0.03259014323552735
238,0.03263121919145056
239,0.03264307580894229
240,0.0326474412383733
241,0.03265156452117385
242,0.03267853299545295
243,0.03286487263604782
244,0.03313352327950541
245,0.03334483105279979
246,0.033522004495481136
247,0.03392725017123091
248,0.03433584209629599
249,0.034731148380632564
250,0.034927226665463884
251,0.03501428287911331
252,0.035200155776652614
253,0.035538449173839595
254,0.035800025673598496
255,0.0359454950213519
256,0.035960823339390234
257,0.03584091688374042
258,0.03561429868412986
259,0.035431067830609515
260,0.03533018815661383
261,0.035280154996449715
262,0.03523442765087518
263,0.035033296267598185
264,0.03476707061579011
265,0.03448406615219337
266,0.03425880659864696
267,0.03408593205130614
268,0.033854458108855665
269,0.033466739824474984
270,0.03307300910672181
271,0.03281402181615082
272,0.03273444447628718
273,0.032703569811948524
274,0.03262010810446856
275,0.03257114981780554
276,0.03265376001375585
277,0.032805705538807566
278,0.032864700772418966
279,0.03298157835293123
280,0.03328796162290034
281,0.033591311274455415
282,0.03372506037684319
283,0.03380837064412736
284,0.033891914136474015
285,0.03401708844770512
286,0.03436519739909557
287,0.03480109150009465
288,0.034919050962650064
289,0.034977642659796485
290,0.03499783999810828
291,0.03504263739541452
292,0.03522533087502625
293,0.03531245157821245
294,0.035289705017167966
295,0.03517890768915899
296,0.03497973788688543
297,0.03470122186400205
298,0.034374970511976764
299,0.0341252102766026
300,0.03387317641260423
301,0.03360267413401745
302,0.03326556259013337
303,0.03301370360934492
304,0.03286256772417693
305,0.032815764632453885
306,0.03281420053098029
307,0.032827631306611184
308,0.03293926554608883
309,0.03318482834631924
310,0.03329087056307125
311,0.033333099684885535
312,0.03338000694770011
313,0.03358558202451912
314,0.034031984624800234
315,0.03422209081688006
316,0.03426920279526507
317,0.034299459447068484
318,0.034390617249290004
319,0.034634614302477225
320,0.034848304873497604
321,0.0348975393356834
322,0.034875917993183785
323,0.034810925298671525
324,0.03461560840396133
325,0.034396420964036195
326,0.03428907330200178
327,0.03420810806033727
328,0.03412009954597076
329,0.03385068766183024
330,0.03349940354574354
331,0.0332230909452844
332,0.03311723579075161
333,0.0330731767075603
334,0.033015052324271064
335,0.03303721166510098
336,0.03316449470523482
337,0.03337017359853061
338,0.03356457370645383
339,0.03370147209950729
340,0.033840776267584666
341,0.03394365940125424
342,0.03397458455270605
343,0.0339854985092706
344,0.033991012019158204
345,0.03399854777336698
346,0.03406876174198262
347,0.03428581724540167
348,0.034515220770591486
349,0.03461273273416988
350,0.03458998462598143
351,0.03444314483140785
352,0.034205837667694035
353,0.034056144696952104
354,0.033979762197802285
355,0.033927941185104275
356,0.033809903320606065
357,0.03356704330459016
358,0.033335441402022506
359,0.03319881185563505
360,0.033169343034875225
361,0.033199742640192625
362,0.033280596644008106
363,0.033417043050584364
364,0.033586532910340985
365,0.03377248315514488
366,0.033958380742197015
367,0.034192896429620916
368,0.03436185220639378
369,0.03440852504319595
370,0.034392793436213785
371,0.03437692080712379
372,0.03436267411888688
373,0.03427761379349551
374,0.034105288302564214
375,0.0338919102619869
376,0.0337771591248918
377,0.03371025685788421
378,0.033616537223231886
379,0.03344756447050045
380,0.033333167943374584
381,0.03329782882135653
382,0.03340989540377847
383,0.03362803280300994
384,0.03388425801861128
385,0.034093543803353735
386,0.03414831848740723
387,0.034172295970512974
388,0.034179059087384916
389,0.0341827134634837
390,0.034198569902461985
391,0.03424416300507704
392,0.034241430577633895
393,0.034108924542717266
394,0.03388292010036518
395,0.03363922896619135
396,0.03345902454665105
397,0.033395043493314784
398,0.03341519354995009
399,0.03349511140561963
400,0.033618125269976484
401,0.033763275958402235
402,0.03386342680165638
403,0.033887303873759884
404,0.033894570516351315
405,0.03389856362022886
406,0.03392332528004596
407,0.03400545580712278
408,0.034105276749185245
409,0.03414579840604035
410,0.034118711519362736
411,0.03402827701360883
412,0.033892418047269134
413,0.0337398612966569
414,0.03360300664793781
415,0.03350916891881833
416,0.033474138209714725
417,0.033506137723586425
418,0.03364532315293044
419,0.03383304214856782
420,0.033963723697665836
421,0.03398922967394119
422,0.0339960358423292
423,0.033998229958284686
424,0.03400405756512808
425,0.03403578998075335
426,0.03406102191544535
427,0.03401723944024307
428,0.03390561692602214
429,0.03376121505270185
430,0.033629870464580464
431,0.03355091966874897
432,0.033543814599835936
433,0.033628683526303
434,0.03380450205382941
435,0.03395556025067021
436,0.03399499684351917
437,0.033978186799169315
438,0.03396701385047612
439,0.033954011754627096
440,0.03389197308862861
441,0.03376816691121212
442,0.03365463164773813
443,0.033593210867147616
444,0.03360231589703902
445,0.033692596132993864
446,0.03384975360172013
447,0.03394301169653302
448,0.033935041000867826
449,0.03391538217429856
450,0.033902612616090615
451,0.0338805777921536
452,0.0338112391400948
453,0.03372081825615565
454,0.033638496778664026
455,0.033640280052050935
456,0.033717711657207584
457,0.03382260687087555
458,0.033896351615591666
459,0.03389953026243818
460,0.033832658256107706
461,0.03373712643773824
462,0.03366984598675896
463,0.033667025306347485
464,0.03372492259072895
465,0.033807164253310554
466,0.03386728689961674
467,0.033873025939162346
468,0.033823248837165885
469,0.033748922803464386
470,0.033694182761180615
471,0.033688757224332615
472,0.033731860438279485
473,0.03379617355358088
474,0.03384502210244947
475,0.03385206364659273
476,0.03381514443450679
477,0.0337573834810153
478,0.0337130145621426
479,0.03370630273558666
480,0.033738239768708836
481,0.033788408779352866
482,0.03382797123485428
483,0.03383547961033714
484,0.03380821548869934
485,0.033763386884753666
486,0.03372754231551312
487,0.03372039583496169
488,0.033743935205319264
489,0.033792511419947484
490,0.03382325537644119
491,0.03379416636181851
492,0.033744225050856065
493,0.0337340051970403
494,0.03377157271485113
495,0.03380890035989225
496,0.03380254890141681
497,0.03376345901325838
498,0.033740392811576335
499,0.03375882127296294
500,0.033793416926364554
501,0.03380253167115077
502,0.03377758823900871
503,0.033750734272853175
