 gradient
      1        6          -0.000093777   -0.000053785   -0.000011895
      2        1          -0.000005563   -0.000029985   -0.000026709
      3        1           0.000010706   -0.000019469   -0.000007855
      4        6          -0.000197637   -0.000001742   -0.000128771
      5        1          -0.000028605   -0.000009434   -0.000016940
      6        6          -0.000679745    0.000838082    0.001072568
      7        1          -0.000210172    0.000451662    0.000750196
      8        1          -0.000625628    0.000261075    0.000063424
      9        6          -0.000363379    0.000205225   -0.000052606
     10        1          -0.000028298    0.000032748   -0.000090313
     11        1          -0.000034599    0.000018456    0.000018279
     12        1           0.000045251   -0.000010511    0.000006415
     13        8           0.002329126   -0.001741436   -0.001622425
     14        1          -0.000117681    0.000059116    0.000046629
