 geometry
      1          6           0       -1.835460   -0.703665   -0.445196
      2          1           0       -1.981556    0.089933   -1.169713
      3          1           0       -2.507960   -1.550939   -0.502803
      4          6           0       -0.888559   -0.640340    0.487836
      5          1           0       -0.791449   -1.461076    1.195085
      6          6           0        0.095509    0.470805    0.652404
      7          1           0        1.128194    0.034583    0.472538
      8          1           0        0.153759    0.767563    1.704750
      9          6           0       -0.072526    1.670052   -0.261822
     10          1           0       -1.037687    2.155590   -0.094121
     11          1           0        0.714948    2.401594   -0.079130
     12          1           0       -0.017839    1.376653   -1.312490
     13          8           0        2.200940   -0.760302   -0.284866
     14          1           0        1.569848   -1.235335   -0.851373
