 geometry
      1          6           0       -1.834876   -0.703156   -0.445477
      2          1           0       -1.979923    0.088488   -1.172007
      3          1           0       -2.509250   -1.549024   -0.499228
      4          6           0       -0.885499   -0.639340    0.489327
      5          1           0       -0.790676   -1.458270    1.198091
      6          6           0        0.096394    0.464995    0.644404
      7          1           0        1.207870   -0.049956    0.366494
      8          1           0        0.225202    0.736555    1.695507
      9          6           0       -0.068994    1.668039   -0.261365
     10          1           0       -1.035377    2.151023   -0.084854
     11          1           0        0.717584    2.399829   -0.078572
     12          1           0       -0.020546    1.378919   -1.312998
     13          8           0        2.184289   -0.747956   -0.273526
     14          1           0        1.583655   -1.239762   -0.854277
