 gradient
      1        6           0.000083641    0.000224188    0.000215175
      2        1          -0.000049140   -0.000190608   -0.000183465
      3        1          -0.000005672    0.000038746   -0.000013974
      4        6           0.000280812    0.000122201    0.000160145
      5        1          -0.000052663    0.000011976   -0.000064694
      6        6           0.000128911   -0.000510005   -0.000404399
      7        1           0.000327392   -0.000407010   -0.000586696
      8        1           0.000371720   -0.000186215   -0.000144008
      9        6           0.000083470   -0.000044904   -0.000150669
     10        1           0.000078127   -0.000068344    0.000084178
     11        1           0.000001810   -0.000087363    0.000053429
     12        1           0.000034561    0.000070761    0.000075907
     13        8          -0.001297791    0.001072369    0.001006636
     14        1           0.000014820   -0.000045791   -0.000047564
