 geometry
      1          6           0       -1.835816   -0.704187   -0.445663
      2          1           0       -1.983010    0.090217   -1.169156
      3          1           0       -2.506586   -1.552760   -0.505031
      4          6           0       -0.889196   -0.640506    0.486812
      5          1           0       -0.791761   -1.462236    1.193197
      6          6           0        0.088629    0.478276    0.662077
      7          1           0        1.115768    0.067332    0.535599
      8          1           0        0.096611    0.791544    1.711957
      9          6           0       -0.074907    1.671421   -0.262544
     10          1           0       -1.040631    2.158153   -0.104062
     11          1           0        0.711359    2.404238   -0.078816
     12          1           0       -0.013190    1.373194   -1.311672
     13          8           0        2.213948   -0.770324   -0.294433
     14          1           0        1.557336   -1.229132   -0.846269
