 geometry
      1          6           0       -1.834956   -0.703241   -0.445287
      2          1           0       -1.980238    0.088888   -1.171361
      3          1           0       -2.508938   -1.549421   -0.500064
      4          6           0       -0.886508   -0.639677    0.488952
      5          1           0       -0.790793   -1.459035    1.197331
      6          6           0        0.097657    0.465623    0.645522
      7          1           0        1.176436   -0.023409    0.394439
      8          1           0        0.209930    0.743285    1.697441
      9          6           0       -0.069802    1.668503   -0.261416
     10          1           0       -1.035729    2.151990   -0.086533
     11          1           0        0.717176    2.400071   -0.078752
     12          1           0       -0.020155    1.378544   -1.312876
     13          8           0        2.187941   -0.750604   -0.275923
     14          1           0        1.580447   -1.239037   -0.853924
