 gradient
      1        6           0.000182313    0.000170195   -0.000264911
      2        1           0.000055405   -0.000068765   -0.000105399
      3        1          -0.000046779    0.000061599    0.000134841
      4        6           0.001611530    0.000549800    0.000645143
      5        1           0.000016094    0.000114759    0.000115151
      6        6          -0.001336498   -0.001557445   -0.002432030
      7        1           0.003976582   -0.003601988   -0.003992480
      8        1           0.002354027   -0.001035131   -0.000307475
      9        6           0.001456237   -0.000825538    0.000124446
     10        1           0.000059354   -0.000157358    0.000274676
     11        1           0.000066911   -0.000042288    0.000032392
     12        1          -0.000061749    0.000063921   -0.000016768
     13        8          -0.008797298    0.006438940    0.005849250
     14        1           0.000463871   -0.000110700   -0.000056836
