 gradient
      1        6          -0.000033284   -0.000168783   -0.000219686
      2        1          -0.000055157    0.000020527    0.000028795
      3        1           0.000061432   -0.000061894   -0.000079273
      4        6          -0.000032799   -0.000038549   -0.000363703
      5        1           0.000018927   -0.000040401   -0.000069495
      6        6          -0.002822270    0.002857347    0.003772892
      7        1          -0.000219456    0.000812184    0.001759457
      8        1          -0.001687737    0.000698291    0.000198887
      9        6          -0.000763415    0.000418564   -0.000322368
     10        1          -0.000093770    0.000060249   -0.000333265
     11        1          -0.000118259    0.000089361    0.000005882
     12        1           0.000169781   -0.000139669    0.000032445
     13        8           0.005962211   -0.004719298   -0.004594043
     14        1          -0.000386206    0.000212071    0.000183475
