 gradient
      1        6          -0.000119693   -0.000139224   -0.000103280
      2        1          -0.000027500    0.000002962    0.000009280
      3        1           0.000023055   -0.000036471   -0.000044358
      4        6          -0.000224581   -0.000049330   -0.000258175
      5        1          -0.000015558   -0.000023278   -0.000036626
      6        6          -0.001665228    0.001857967    0.002375210
      7        1          -0.000280577    0.000741076    0.001385406
      8        1          -0.001231232    0.000515458    0.000146020
      9        6          -0.000632460    0.000370242   -0.000162756
     10        1          -0.000060991    0.000059788   -0.000201453
     11        1          -0.000073309    0.000053422    0.000007264
     12        1           0.000089723   -0.000062482    0.000015339
     13        8           0.004473811   -0.003419792   -0.003237904
     14        1          -0.000255462    0.000129663    0.000106034
