 gradient
      1        6           0.000152354    0.000135574   -0.000160621
      2        1           0.000047613   -0.000060454   -0.000088354
      3        1          -0.000035435    0.000047144    0.000108926
      4        6           0.001108320    0.000398638    0.000477888
      5        1           0.000007697    0.000087825    0.000088948
      6        6          -0.000519444   -0.001416005   -0.002074684
      7        1           0.002630103   -0.002523666   -0.002917591
      8        1           0.001811489   -0.000795492   -0.000242033
      9        6           0.001099583   -0.000620449    0.000118649
     10        1           0.000048029   -0.000124471    0.000219206
     11        1           0.000053455   -0.000035307    0.000029538
     12        1          -0.000047758    0.000055337   -0.000012396
     13        8          -0.006702396    0.004938738    0.004499993
     14        1           0.000346391   -0.000087411   -0.000047467
