 geometry
      1          6           0       -1.835796   -0.704117   -0.445576
      2          1           0       -1.982748    0.090122   -1.169290
      3          1           0       -2.506869   -1.552465   -0.504653
      4          6           0       -0.889173   -0.640488    0.486962
      5          1           0       -0.791836   -1.462043    1.193525
      6          6           0        0.089761    0.477121    0.660556
      7          1           0        1.116948    0.063274    0.526961
      8          1           0        0.104836    0.788123    1.710941
      9          6           0       -0.074590    1.671245   -0.262416
     10          1           0       -1.040179    2.157847   -0.102468
     11          1           0        0.711926    2.403810   -0.078845
     12          1           0       -0.013991    1.373850   -1.311822
     13          8           0        2.212109   -0.768877   -0.293029
     14          1           0        1.559235   -1.230130   -0.847121
