 geometry
      1          6           0       -1.835671   -0.703898   -0.445353
      2          1           0       -1.982056    0.089913   -1.169619
      3          1           0       -2.507529   -1.551659   -0.503621
      4          6           0       -0.888979   -0.640418    0.487405
      5          1           0       -0.791839   -1.461513    1.194398
      6          6           0        0.092899    0.473807    0.656247
      7          1           0        1.121346    0.050046    0.500349
      8          1           0        0.129474    0.777816    1.707850
      9          6           0       -0.073592    1.670676   -0.262075
     10          1           0       -1.038884    2.156794   -0.098039
     11          1           0        0.713517    2.402625   -0.078939
     12          1           0       -0.016097    1.375506   -1.312204
     13          8           0        2.206539   -0.764556   -0.288882
     14          1           0        1.564746   -1.232925   -0.849453
