 gradient
      1        6           0.000055021    0.000230277   -0.001244399
      2        1           0.000076488   -0.000114541   -0.000205650
      3        1          -0.000116797    0.000128460    0.000255179
      4        6           0.005343185    0.001884349    0.001810291
      5        1           0.000020742    0.000278427    0.000283777
      6        6          -0.010585730   -0.000354550   -0.002471371
      7        1           0.015818785   -0.011811931   -0.011304841
      8        1           0.005179213   -0.002299959   -0.000631576
      9        6           0.003352207   -0.001988297    0.000115492
     10        1           0.000096714   -0.000269371    0.000470514
     11        1           0.000120719   -0.000052779    0.000043647
     12        1          -0.000124357    0.000114639   -0.000068618
     13        8          -0.020561570    0.014542879    0.013082978
     14        1           0.001325379   -0.000287602   -0.000135424
