 geometry
      1          6           0       -1.835041   -0.703318   -0.445197
      2          1           0       -1.980559    0.089303   -1.170758
      3          1           0       -2.508701   -1.549735   -0.500799
      4          6           0       -0.887130   -0.639902    0.488684
      5          1           0       -0.790840   -1.459629    1.196736
      6          6           0        0.097936    0.466425    0.646694
      7          1           0        1.158997   -0.006571    0.413959
      8          1           0        0.197799    0.748598    1.699018
      9          6           0       -0.070421    1.668851   -0.261482
     10          1           0       -1.036045    2.152821   -0.088003
     11          1           0        0.716822    2.400310   -0.078956
     12          1           0       -0.019839    1.378171   -1.312802
     13          8           0        2.190764   -0.752688   -0.277823
     14          1           0        1.578156   -1.238441   -0.853591
