 geometry
      1          6           0       -1.835119   -0.703558   -0.445296
      2          1           0       -1.980881    0.091728   -1.167957
      3          1           0       -2.508607   -1.550053   -0.501994
      4          6           0       -0.887714   -0.640263    0.488381
      5          1           0       -0.790108   -1.460138    1.196384
      6          6           0        0.097661    0.467700    0.648224
      7          1           0        1.145602    0.008681    0.434034
      8          1           0        0.184213    0.754509    1.700952
      9          6           0       -0.070973    1.669199   -0.261533
     10          1           0       -1.036468    2.153881   -0.090012
     11          1           0        0.716354    2.401062   -0.080070
     12          1           0       -0.020017    1.377110   -1.312721
     13          8           0        2.193761   -0.754977   -0.279933
     14          1           0        1.575866   -1.237779   -0.853143
