 gradient
      1        6           0.000000448    0.000157295    0.000217422
      2        1          -0.000066471   -0.000177929   -0.000163042
      3        1           0.000006289    0.000019373   -0.000048704
      4        6           0.000001170    0.000029592   -0.000007253
      5        1          -0.000061541   -0.000013610   -0.000093151
      6        6          -0.000365196    0.000362720    0.000721059
      7        1          -0.000162182    0.000267569    0.000380272
      8        1          -0.000359171    0.000128050   -0.000049340
      9        6          -0.000331368    0.000190004   -0.000217875
     10        1           0.000051328   -0.000021310   -0.000015701
     11        1          -0.000028330   -0.000066105    0.000048703
     12        1           0.000065772    0.000045257    0.000081249
     13        8           0.001371738   -0.000926521   -0.000842537
     14        1          -0.000122484    0.000005617   -0.000011100
