 geometry
      1          6           0       -1.835765   -0.704045   -0.445495
      2          1           0       -1.982501    0.090039   -1.169413
      3          1           0       -2.507119   -1.552184   -0.504292
      4          6           0       -0.889130   -0.640467    0.487110
      5          1           0       -0.791875   -1.461858    1.193835
      6          6           0        0.090853    0.475990    0.659075
      7          1           0        1.118243    0.059058    0.518212
      8          1           0        0.113062    0.784692    1.709917
      9          6           0       -0.074265    1.671063   -0.262294
     10          1           0       -1.039736    2.157517   -0.100933
     11          1           0        0.712475    2.403399   -0.078873
     12          1           0       -0.014741    1.374455   -1.311961
     13          8           0        2.210261   -0.767433   -0.291635
     14          1           0        1.561106   -1.231097   -0.847938
