 geometry
      1          6           0       -1.834896   -0.703180   -0.445407
      2          1           0       -1.980012    0.088604   -1.171813
      3          1           0       -2.509151   -1.549146   -0.499479
      4          6           0       -0.885841   -0.639454    0.489205
      5          1           0       -0.790711   -1.458511    1.197851
      6          6           0        0.096907    0.465140    0.644703
      7          1           0        1.196817   -0.041004    0.375621
      8          1           0        0.220475    0.738643    1.696099
      9          6           0       -0.069247    1.668186   -0.261378
     10          1           0       -1.035480    2.151309   -0.085349
     11          1           0        0.717463    2.399896   -0.078622
     12          1           0       -0.020427    1.378809   -1.312955
     13          8           0        2.185433   -0.748780   -0.274270
     14          1           0        1.582606   -1.239533   -0.854170
