 gradient
      1        6          -0.000118359   -0.000123197   -0.000076391
      2        1          -0.000020332   -0.000002780    0.000002471
      3        1           0.000017288   -0.000030915   -0.000034274
      4        6          -0.000240479   -0.000040556   -0.000222022
      5        1          -0.000020441   -0.000018631   -0.000028958
      6        6          -0.001348090    0.001556791    0.001979710
      7        1          -0.000282745    0.000681339    0.001224661
      8        1          -0.001064994    0.000446435    0.000124397
      9        6          -0.000562631    0.000330547   -0.000123259
     10        1          -0.000051744    0.000053711   -0.000168168
     11        1          -0.000061624    0.000044140    0.000008981
     12        1           0.000073897   -0.000046178    0.000011941
     13        8           0.003894580   -0.002957832   -0.002785569
     14        1          -0.000214325    0.000107124    0.000086480
