E0		-232.900738470
E1		-232.900756983
E2		-232.900815881
E3		-232.900924882
E4		-232.901095278
E5		-232.901339329
E6		-232.901670206
E7		-232.902101604
E8		-232.902647655
E9		-232.903322885
E10		-232.904141123
E11		-232.900753463
E12		-232.900795964
E13		-232.900859812
E14		-232.900941757
E15		-232.901038503
E16		-232.901147348
E17		-232.901266046
E18		-232.901392729
E19		-232.901525841
E20		-232.901664067
