 gradient
      1        6           0.000194249    0.000222607   -0.000562444
      2        1           0.000067999   -0.000087352   -0.000144172
      3        1          -0.000072078    0.000089978    0.000186893
      4        6           0.002873316    0.000961117    0.001043128
      5        1           0.000026896    0.000175240    0.000174955
      6        6          -0.003999138   -0.001465554   -0.002810679
      7        1           0.007678236   -0.006333915   -0.006549142
      8        1           0.003477765   -0.001535416   -0.000440654
      9        6           0.002207068   -0.001270357    0.000124135
     10        1           0.000078164   -0.000215236    0.000372434
     11        1           0.000091228   -0.000052136    0.000038246
     12        1          -0.000088111    0.000082184   -0.000030828
     13        8          -0.013288095    0.009595049    0.008676651
     14        1           0.000752500   -0.000166209   -0.000078523
