 geometry
      1          6           0       -1.835609   -0.703821   -0.445292
      2          1           0       -1.981862    0.089880   -1.169693
      3          1           0       -2.507694   -1.551412   -0.503315
      4          6           0       -0.888867   -0.640390    0.487550
      5          1           0       -0.791760   -1.461355    1.194650
      6          6           0        0.093840    0.472765    0.654907
      7          1           0        1.123264    0.045188    0.491219
      8          1           0        0.137632    0.774382    1.706812
      9          6           0       -0.073244    1.670473   -0.261979
     10          1           0       -1.038474    2.156405   -0.096677
     11          1           0        0.714011    2.402263   -0.078982
     12          1           0       -0.016710    1.375950   -1.312310
     13          8           0        2.204672   -0.763128   -0.287526
     14          1           0        1.566501   -1.233777   -0.850144
