 gradient
      1        6           0.000170430    0.000235618   -0.000758293
      2        1           0.000072318   -0.000096702   -0.000164561
      3        1          -0.000086095    0.000103446    0.000211412
      4        6           0.003624186    0.001227414    0.001275891
      5        1           0.000028101    0.000208206    0.000208737
      6        6          -0.005852357   -0.001224403   -0.002820244
      7        1           0.010051649   -0.007985103   -0.008020589
      8        1           0.004047012   -0.001790479   -0.000506232
      9        6           0.002590042   -0.001504860    0.000121360
     10        1           0.000085510   -0.000238114    0.000412134
     11        1           0.000101965   -0.000054324    0.000040625
     12        1          -0.000100629    0.000092248   -0.000041106
     13        8          -0.015657241    0.011227891    0.010134232
     14        1           0.000925108   -0.000200837   -0.000093367
