 geometry
      1          6           0       -1.834863   -0.703136   -0.445550
      2          1           0       -1.979848    0.088385   -1.172185
      3          1           0       -2.509345   -1.548913   -0.499002
      4          6           0       -0.885156   -0.639222    0.489447
      5          1           0       -0.790648   -1.458041    1.198321
      6          6           0        0.095807    0.464905    0.644166
      7          1           0        1.219397   -0.058965    0.357562
      8          1           0        0.229600    0.734608    1.694962
      9          6           0       -0.068756    1.667901   -0.261355
     10          1           0       -1.035287    2.150772   -0.084418
     11          1           0        0.717693    2.399773   -0.078530
     12          1           0       -0.020654    1.379018   -1.313045
     13          8           0        2.183210   -0.747185   -0.272830
     14          1           0        1.584687   -1.239985   -0.854380
