 gradient
      1        6           0.000047795    0.000190639    0.000225347
      2        1          -0.000058131   -0.000183812   -0.000172804
      3        1           0.000000955    0.000028381   -0.000032137
      4        6           0.000111728    0.000069812    0.000067670
      5        1          -0.000056570   -0.000001194   -0.000079122
      6        6           0.000040558   -0.000137912    0.000111537
      7        1          -0.000079218    0.000014001   -0.000056953
      8        1           0.000004896   -0.000022364   -0.000080050
      9        6          -0.000132445    0.000077253   -0.000182850
     10        1           0.000064903   -0.000043893    0.000033756
     11        1          -0.000013102   -0.000076998    0.000051406
     12        1           0.000050246    0.000057351    0.000079349
     13        8           0.000079987    0.000055864    0.000072850
     14        1          -0.000061601   -0.000027128   -0.000037998
