 gradient
      1        6           0.000061559    0.000077743   -0.000025269
      2        1           0.000030019   -0.000056048   -0.000067281
      3        1          -0.000013572    0.000018855    0.000062487
      4        6           0.000377576    0.000187896    0.000203742
      5        1          -0.000012075    0.000040454    0.000040703
      6        6           0.000158427   -0.000821301   -0.001102077
      7        1           0.000873810   -0.000937631   -0.001186541
      8        1           0.000809833   -0.000356476   -0.000119989
      9        6           0.000456130   -0.000261774    0.000081480
     10        1           0.000023094   -0.000058256    0.000105908
     11        1           0.000025243   -0.000021828    0.000027714
     12        1          -0.000016475    0.000039533   -0.000006923
     13        8          -0.002927005    0.002190808    0.002010981
     14        1           0.000153436   -0.000041977   -0.000024935
