 geometry
      1          6           0       -1.835369   -0.703596   -0.445171
      2          1           0       -1.981462    0.090155   -1.169509
      3          1           0       -2.508085   -1.550696   -0.502655
      4          6           0       -0.888361   -0.640329    0.487977
      5          1           0       -0.791163   -1.460958    1.195276
      6          6           0        0.096217    0.469910    0.651253
      7          1           0        1.131367    0.028769    0.463022
      8          1           0        0.161666    0.764204    1.703742
      9          6           0       -0.072151    1.669836   -0.261762
     10          1           0       -1.037308    2.155174   -0.092937
     11          1           0        0.715392    2.401313   -0.079304
     12          1           0       -0.018398    1.376869   -1.312560
     13          8           0        2.199080   -0.758912   -0.283569
     14          1           0        1.571439   -1.236043   -0.851914
