 gradient
      1        6          -0.000114000   -0.000150366   -0.000129164
      2        1          -0.000034040    0.000007469    0.000014445
      3        1           0.000029635   -0.000041869   -0.000052898
      4        6          -0.000195997   -0.000053267   -0.000288816
      5        1          -0.000009788   -0.000027394   -0.000043919
      6        6          -0.001954838    0.002121205    0.002728766
      7        1          -0.000269341    0.000778324    0.001508856
      8        1          -0.001367411    0.000571320    0.000163132
      9        6          -0.000684397    0.000397493   -0.000200356
     10        1          -0.000069233    0.000063424   -0.000232004
     11        1          -0.000083990    0.000061856    0.000006233
     12        1           0.000105742   -0.000078556    0.000018706
     13        8           0.004938842   -0.003799979   -0.003617504
     14        1          -0.000291184    0.000150342    0.000124524
