 geometry
      1          6           0       -1.835539   -0.703743   -0.445239
      2          1           0       -1.981693    0.089878   -1.169734
      3          1           0       -2.507836   -1.551174   -0.503037
      4          6           0       -0.888728   -0.640363    0.487694
      5          1           0       -0.791634   -1.461208    1.194879
      6          6           0        0.094713    0.471761    0.653624
      7          1           0        1.125519    0.040047    0.481948
      8          1           0        0.145736    0.770961    1.705777
      9          6           0       -0.072889    1.670264   -0.261894
     10          1           0       -1.038076    2.156003   -0.095371
     11          1           0        0.714488    2.401918   -0.079041
     12          1           0       -0.017288    1.376336   -1.312405
     13          8           0        2.202804   -0.761708   -0.286186
     14          1           0        1.568203   -1.234581   -0.850785
