 gradient
      1        6          -0.000101790   -0.000158116   -0.000153865
      2        1          -0.000040028    0.000011255    0.000018672
      3        1           0.000036850   -0.000047081   -0.000060371
      4        6          -0.000159624   -0.000053449   -0.000314384
      5        1          -0.000003292   -0.000031060   -0.000050817
      6        6          -0.002213971    0.002349124    0.003042233
      7        1          -0.000255232    0.000800018    0.001602650
      8        1          -0.001477656    0.000615925    0.000176391
      9        6          -0.000721135    0.000414339   -0.000235368
     10        1          -0.000076558    0.000064955   -0.000260179
     11        1          -0.000093764    0.000069603    0.000005658
     12        1           0.000121825   -0.000094379    0.000022098
     13        8           0.005306042   -0.004110024   -0.003934323
     14        1          -0.000321667    0.000168891    0.000141605
