 geometry
      1          6           0       -1.802313   -0.734421   -0.437235
      2          1           0       -1.948181    0.061054   -1.159691
      3          1           0       -2.475605   -1.581059   -0.494291
      4          6           0       -0.855079   -0.671147    0.496299
      5          1           0       -0.757321   -1.491200    1.204155
      6          6           0        0.130123    0.437637    0.657249
      7          1           0        1.173351   -0.015179    0.452009
      8          1           0        0.209631    0.726921    1.709983
      9          6           0       -0.038453    1.638597   -0.253532
     10          1           0       -1.003862    2.123555   -0.082978
     11          1           0        0.748924    2.370467   -0.072056
     12          1           0        0.013178    1.346049   -1.304612
     13          8           0        2.228355   -0.787066   -0.273060
     14          1           0        1.607372   -1.268076   -0.844729
