300	8.642666
400	24.296688
500	72.652728
600	226.122038
700	717.722880
800	2287.912481
900	7248.387113
1000	22665.705826
1100	69644.889117
1200	209688.903649
1300	617558.011732
1400	1777341.991612
1500	4996378.303045
1600	13717940.324723
1700	36790990.810705
1800	96418684.724165
1900	247030673.344773
2000	619085419.393250
