,Temp,time,X_O2
13,850.0,4.740879e-11,0.045
25,850.0,2.1485680000000002e-08,0.045
37,850.0,2.263136e-07,0.045
49,850.0,5.464206e-07,0.045
61,850.0,8.345169e-07,0.045
73,850.0,1.6333430000000002e-06,0.045
85,850.0,2.370466e-06,0.045
97,850.0,3.401282e-06,0.045
109,850.0,4.893705e-06,0.045
121,850.0,6.535586e-06,0.045
133,850.0,1.065285e-05,0.045
145,850.0,1.4392029999999999e-05,0.045
157,850.0,1.81312e-05,0.045
169,850.0,2.217719e-05,0.045
181,850.0,3.687608e-05,0.045
193,850.0,5.291292e-05,0.045
205,850.0,6.593732e-05,0.045
217,850.0,0.0001157743,0.045
229,850.0,0.0002636055,0.045
241,850.0,0.0005252218,0.04499999
253,850.0,0.0009961312,0.04499999
265,850.0,0.0016057329999999998,0.04499998
277,850.0,0.002215335,0.04499997
289,850.0,0.002760784,0.04499996
301,850.0,0.0032545609999999996,0.04499996
313,850.0,0.0037483390000000003,0.04499995
325,850.0,0.004493155,0.04499994
337,850.0,0.005163221,0.04499992
349,850.0,0.005775853,0.04499991
361,850.0,0.007047446999999999,0.04499989
373,850.0,0.008768751,0.04499985
385,850.0,0.01025345,0.04499982
397,850.0,0.0116168,0.04499979
409,850.0,0.0165493,0.04499969
421,850.0,0.02577943,0.04499949
433,850.0,0.03240023,0.04499934
445,850.0,0.04352622,0.04499909
457,850.0,0.05957822,0.04499874
469,850.0,0.0713146,0.04499848
481,850.0,0.08102384,0.04499827
493,850.0,0.08955453,0.04499809
505,850.0,0.09808522,0.0449979
517,850.0,0.1057628,0.04499774
529,850.0,0.1134405,0.04499757
541,850.0,0.1211181,0.0449974
553,850.0,0.131872,0.04499717
565,850.0,0.1429498,0.04499693
577,850.0,0.1530291,0.04499671
589,850.0,0.1596396,0.04499657
601,850.0,0.1661809,0.04499642
613,850.0,0.1727222,0.04499628
625,850.0,0.1912882,0.04499588
637,850.0,0.2,0.04499569
649,850.0,0.2223479,0.04499522
661,850.0,0.2412369,0.04499482
673,850.0,0.2582621,0.04499446
