,Temp,time,X_O2
17,950.0,4.740879e-11,0.045
29,950.0,2.1485680000000002e-08,0.045
41,950.0,2.263136e-07,0.045
53,950.0,5.464206e-07,0.045
65,950.0,8.345169e-07,0.045
77,950.0,1.6333430000000002e-06,0.045
89,950.0,2.370466e-06,0.045
101,950.0,3.401282e-06,0.045
113,950.0,4.893705e-06,0.045
125,950.0,6.535586e-06,0.045
137,950.0,1.065285e-05,0.045
149,950.0,1.4392029999999999e-05,0.045
161,950.0,1.81312e-05,0.045
173,950.0,2.217719e-05,0.045
185,950.0,3.687608e-05,0.045
197,950.0,5.291292e-05,0.04499999
209,950.0,6.593732e-05,0.04499999
221,950.0,0.0001157743,0.04499998
233,950.0,0.0002636055,0.04499996
245,950.0,0.0005252218,0.04499992
257,950.0,0.0009961312,0.04499983
269,950.0,0.0016057329999999998,0.04499972
281,950.0,0.002215335,0.0449996
293,950.0,0.002760784,0.04499948
305,950.0,0.0032545609999999996,0.04499937
317,950.0,0.0037483390000000003,0.04499926
329,950.0,0.004493155,0.04499909
341,950.0,0.005163221,0.04499894
353,950.0,0.005775853,0.04499879
365,950.0,0.007047446999999999,0.04499849
377,950.0,0.008768751,0.04499808
389,950.0,0.01025345,0.04499772
401,950.0,0.0116168,0.04499738
413,950.0,0.0165493,0.04499615
425,950.0,0.02577943,0.04499376
437,950.0,0.03240023,0.04499198
449,950.0,0.04352622,0.04498895
461,950.0,0.05957822,0.04498441
473,950.0,0.0713146,0.04498098
485,950.0,0.08102384,0.04497809
497,950.0,0.08955453,0.04497551
509,950.0,0.09808522,0.04497288
521,950.0,0.1057628,0.04497045
533,950.0,0.1134405,0.04496803
545,950.0,0.1211181,0.0449656
557,950.0,0.131872,0.0449622
569,950.0,0.1429498,0.04495865
581,950.0,0.1530291,0.0449553
593,950.0,0.1596396,0.04495311
605,950.0,0.1661809,0.04495094
617,950.0,0.1727222,0.04494877
629,950.0,0.1912882,0.0449426
641,950.0,0.2,0.04493971
653,950.0,0.2223479,0.04493204
665,950.0,0.2412369,0.04492553
677,950.0,0.2582621,0.04491953
689,950.0,0.2807826,0.04491158
701,950.0,0.3064233,0.04490253
713,950.0,0.3320641,0.04489335
725,950.0,0.3577049,0.04488406
737,950.0,0.3833457,0.04487476
749,950.0,0.4,0.04486872
761,950.0,0.4208565,0.04486102
773,950.0,0.4357864,0.04485551
785,950.0,0.4480503,0.04485099
797,950.0,0.4603142,0.04484646
809,950.0,0.4725781,0.04484193
821,950.0,0.484842,0.04483737
833,950.0,0.4971059,0.04483278
