,Temp,time,X_O2
12,800.0,4.740879e-11,0.045
24,800.0,2.1485680000000002e-08,0.045
36,800.0,2.263136e-07,0.045
48,800.0,5.464206e-07,0.045
60,800.0,8.345169e-07,0.045
72,800.0,1.6333430000000002e-06,0.045
84,800.0,2.370466e-06,0.045
96,800.0,3.401282e-06,0.045
108,800.0,4.893705e-06,0.045
120,800.0,6.535586e-06,0.045
132,800.0,1.065285e-05,0.045
144,800.0,1.4392029999999999e-05,0.045
156,800.0,1.81312e-05,0.045
168,800.0,2.217719e-05,0.045
180,800.0,3.687608e-05,0.045
192,800.0,5.291292e-05,0.045
204,800.0,6.593732e-05,0.045
216,800.0,0.0001157743,0.045
228,800.0,0.0002636055,0.045
240,800.0,0.0005252218,0.045
252,800.0,0.0009961312,0.045
264,800.0,0.0016057329999999998,0.04499999
276,800.0,0.002215335,0.04499999
288,800.0,0.002760784,0.04499999
300,800.0,0.0032545609999999996,0.04499999
312,800.0,0.0037483390000000003,0.04499999
324,800.0,0.004493155,0.04499999
336,800.0,0.005163221,0.04499998
348,800.0,0.005775853,0.04499998
360,800.0,0.007047446999999999,0.04499997
372,800.0,0.008768751,0.04499997
384,800.0,0.01025345,0.04499996
396,800.0,0.0116168,0.04499996
408,800.0,0.0165493,0.04499993
420,800.0,0.02577943,0.04499988
432,800.0,0.03240023,0.04499985
444,800.0,0.04352622,0.04499979
456,800.0,0.05957822,0.04499969
468,800.0,0.0713146,0.04499963
480,800.0,0.08102384,0.04499958
492,800.0,0.08955453,0.04499953
504,800.0,0.09808522,0.04499948
516,800.0,0.1057628,0.04499944
528,800.0,0.1134405,0.0449994
540,800.0,0.1211181,0.04499935
552,800.0,0.131872,0.0449993
564,800.0,0.1429498,0.04499924
576,800.0,0.1530291,0.04499918
588,800.0,0.1596396,0.04499915
600,800.0,0.1661809,0.04499911
612,800.0,0.1727222,0.04499908
624,800.0,0.1912882,0.04499898
636,800.0,0.2,0.04499893
648,800.0,0.2223479,0.04499882
660,800.0,0.2412369,0.04499872
672,800.0,0.2582621,0.04499864
684,800.0,0.2807826,0.04499852
696,800.0,0.3064233,0.04499839
708,800.0,0.3320641,0.04499826
720,800.0,0.3577049,0.04499813
732,800.0,0.3833457,0.044998
744,800.0,0.4,0.04499792
756,800.0,0.4208565,0.04499782
768,800.0,0.4357864,0.04499776
780,800.0,0.4480503,0.0449977
792,800.0,0.4603142,0.04499764
804,800.0,0.4725781,0.04499759
816,800.0,0.484842,0.04499753
828,800.0,0.4971059,0.04499747
840,800.0,0.5134695,0.0449974
852,800.0,0.5282172,0.04499733
864,800.0,0.5399487,0.04499728
876,800.0,0.5611773,0.04499718
888,800.0,0.5846405,0.04499707
900,800.0,0.6,0.044997
912,800.0,0.6237457,0.0449969
924,800.0,0.6472089,0.0449968
936,800.0,0.6693313,0.04499671
948,800.0,0.6904481,0.04499662
960,800.0,0.708133,0.04499654
972,800.0,0.7204718,0.04499649
984,800.0,0.7316941,0.04499644
996,800.0,0.7429165,0.04499639
1008,800.0,0.7541388,0.04499634
1020,800.0,0.7653612,0.0449963
1032,800.0,0.7765835,0.04499625
1044,800.0,0.7878059,0.0449962
1056,800.0,0.8,0.04499615
1068,800.0,0.8198163,0.04499607
1080,800.0,0.8379965,0.044996
1092,800.0,0.8561767,0.04499593
1104,800.0,0.874357,0.04499586
1116,800.0,0.8925372,0.04499579
1128,800.0,0.9106308,0.04499572
1140,800.0,0.926993,0.04499565
1152,800.0,0.9433552,0.04499559
1164,800.0,0.9597174,0.04499553
1176,800.0,0.9760796,0.04499546
1188,800.0,0.9924418,0.0449954
1200,800.0,1.0,0.04499537
1212,800.0,1.0165950000000001,0.04499531
1224,800.0,1.032958,0.04499525
1236,800.0,1.04932,0.04499519
1248,800.0,1.065682,0.04499514
1260,800.0,1.082044,0.04499508
1272,800.0,1.098406,0.04499502
1284,800.0,1.1147690000000001,0.04499496
1296,800.0,1.1311309999999999,0.0449949
1308,800.0,1.147493,0.04499485
1320,800.0,1.1638549999999999,0.04499479
1332,800.0,1.180217,0.04499473
1344,800.0,1.19658,0.04499467
1356,800.0,1.2,0.04499466
1368,800.0,1.2168379999999999,0.04499461
1380,800.0,1.2332,0.04499455
1392,800.0,1.249562,0.0449945
1404,800.0,1.265924,0.04499445
1416,800.0,1.282286,0.04499439
1428,800.0,1.298649,0.04499434
1440,800.0,1.3150110000000002,0.04499429
1452,800.0,1.331373,0.04499423
1464,800.0,1.3477350000000001,0.04499418
1476,800.0,1.364097,0.04499413
1488,800.0,1.380459,0.04499407
1500,800.0,1.396822,0.04499402
1512,800.0,1.4,0.04499401
1524,800.0,1.41708,0.04499396
1536,800.0,1.433442,0.04499391
1548,800.0,1.449804,0.04499386
1560,800.0,1.466166,0.04499381
1572,800.0,1.482528,0.04499377
1584,800.0,1.498891,0.04499372
1596,800.0,1.515253,0.04499367
1608,800.0,1.531615,0.04499362
1620,800.0,1.547977,0.04499357
1632,800.0,1.564339,0.04499353
1644,800.0,1.580702,0.04499348
1656,800.0,1.597064,0.04499343
1668,800.0,1.6,0.04499342
1680,800.0,1.616543,0.04499337
1692,800.0,1.633684,0.04499333
1704,800.0,1.8,0.04499287
1716,800.0,2.0,0.04499237
1728,800.0,2.2,0.04499192
1740,800.0,2.4,0.0449915
1752,800.0,2.6,0.04499112
1764,800.0,2.8,0.04499078
1776,800.0,3.0,0.04499046
1788,800.0,3.2,0.04499017
1800,800.0,3.4,0.04498991
1812,800.0,3.6,0.04498966
1824,800.0,3.8,0.04498944
1836,800.0,4.0,0.04498924
1848,800.0,4.2,0.04498906
1860,800.0,4.4,0.04498889
1872,800.0,4.6,0.04498874
1884,800.0,4.8,0.0449886
1896,800.0,5.0,0.04498847
1908,800.0,5.2,0.04498836
1920,800.0,5.4,0.04498825
1932,800.0,5.6,0.04498815
1944,800.0,5.8,0.04498807
1956,800.0,6.0,0.04498798
1968,800.0,6.181816,0.04498792
1980,800.0,6.2,0.04498791
1992,800.0,6.4,0.04498785
2004,800.0,6.6,0.04498778
2016,800.0,6.7640720000000005,0.04498774
2028,800.0,6.8,0.04498773
2040,800.0,6.904348,0.0449877
2052,800.0,7.0,0.04498768
2064,800.0,7.149628999999999,0.04498764
2076,800.0,7.2,0.04498763
2088,800.0,7.284491,0.04498761
2100,800.0,7.355232000000001,0.0449876
2112,800.0,7.4,0.04498759
2124,800.0,7.577814999999999,0.04498755
2136,800.0,7.6,0.04498755
2148,800.0,7.7408399999999995,0.04498753
2160,800.0,7.8,0.04498752
2172,800.0,7.898936999999999,0.04498751
2184,800.0,7.985794,0.04498749
2196,800.0,8.0,0.04498749
2208,800.0,8.081721,0.04498748
2220,800.0,8.15363,0.04498747
2232,800.0,8.2,0.04498746
2244,800.0,8.4,0.04498743
2256,800.0,8.573436000000001,0.04498741
2268,800.0,8.6,0.04498741
2280,800.0,8.8,0.04498738
2292,800.0,8.976133,0.04498736
2304,800.0,9.0,0.04498736
2316,800.0,9.162604,0.04498735
2328,800.0,9.2,0.04498735
2340,800.0,9.379437,0.04498733
2352,800.0,9.4,0.04498733
2364,800.0,9.6,0.04498731
2376,800.0,9.8,0.0449873
2388,800.0,10.0,0.04498729
2400,800.0,10.2,0.04498728
2412,800.0,10.4,0.04498727
2424,800.0,10.6,0.04498726
2436,800.0,10.8,0.04498725
2448,800.0,11.0,0.04498724
2460,800.0,11.2,0.04498723
2472,800.0,11.4,0.04498723
2484,800.0,11.6,0.04498722
2496,800.0,11.8,0.04498722
2508,800.0,12.0,0.04498721
2520,800.0,12.2,0.04498721
2532,800.0,12.4,0.0449872
2544,800.0,12.6,0.0449872
2556,800.0,12.8,0.0449872
2568,800.0,13.0,0.04498719
2580,800.0,13.2,0.04498719
2592,800.0,13.4,0.04498719
2604,800.0,13.6,0.04498719
2616,800.0,13.8,0.04498718
2628,800.0,14.0,0.04498718
2640,800.0,14.2,0.04498718
2652,800.0,14.4,0.04498718
2664,800.0,14.5893,0.04498718
2676,800.0,14.6,0.04498718
2688,800.0,14.79074,0.04498717
2700,800.0,14.8,0.04498717
2712,800.0,15.0,0.04498717
2724,800.0,15.2,0.04498717
2736,800.0,15.4,0.04498717
