,Temp,time,X_O2
1508,1025.0,1.396822,0.04110262
1520,1025.0,1.4,0.04109131
1532,1025.0,1.41708,0.04102512
1544,1025.0,1.433442,0.04096171
1556,1025.0,1.449804,0.0408983
1568,1025.0,1.466166,0.04083489
1580,1025.0,1.482528,0.04077148
1592,1025.0,1.498891,0.04070807
1604,1025.0,1.515253,0.04064466
1616,1025.0,1.531615,0.04058125
1628,1025.0,1.547977,0.04051784
1640,1025.0,1.564339,0.04045443
1652,1025.0,1.580702,0.04039102
1664,1025.0,1.597064,0.04032761
1676,1025.0,1.6,0.04031623
1688,1025.0,1.616543,0.04024553
1700,1025.0,1.633684,0.04017227
1712,1025.0,1.8,0.03946148
1724,1025.0,2.0,0.03850002
1736,1025.0,2.2,0.03738638
1748,1025.0,2.4,0.03604146
1760,1025.0,2.6,0.03432341
1772,1025.0,2.8,0.03198771
1784,1025.0,3.0,0.02874621
1796,1025.0,3.2,0.02492275
1808,1025.0,3.4,0.02210792
1820,1025.0,3.6,0.0210591
1832,1025.0,3.8,0.02122034
1844,1025.0,4.0,0.02202275
1856,1025.0,4.2,0.02313221
1868,1025.0,4.4,0.02436275
1880,1025.0,4.6,0.02560877
1892,1025.0,4.8,0.0268097
1904,1025.0,5.0,0.02793161
1916,1025.0,5.2,0.02895653
1928,1025.0,5.4,0.02987602
1940,1025.0,5.6,0.03068728
1952,1025.0,5.8,0.03139071
1964,1025.0,6.0,0.0319885
1976,1025.0,6.181816,0.03243863
1988,1025.0,6.2,0.03248365
2000,1025.0,6.4,0.03287931
2012,1025.0,6.6,0.03317831
2024,1025.0,6.7640720000000005,0.03334605
2036,1025.0,6.8,0.03338278
2048,1025.0,6.904348,0.03344066
2060,1025.0,7.0,0.03349371
2072,1025.0,7.149628999999999,0.03350632
2084,1025.0,7.2,0.03351056
2096,1025.0,7.284491,0.03347678
2108,1025.0,7.355232000000001,0.0334485
2120,1025.0,7.4,0.0334306
2132,1025.0,7.577814999999999,0.03326843
2144,1025.0,7.6,0.0332482
2156,1025.0,7.7408399999999995,0.03304077
2168,1025.0,7.8,0.03295364
2180,1025.0,7.898936999999999,0.03274486
2192,1025.0,7.985794,0.03256158
2204,1025.0,8.0,0.0325316
2216,1025.0,8.081721,0.03229772
2228,1025.0,8.15363,0.03209193
2240,1025.0,8.2,0.03195922
2252,1025.0,8.4,0.03120441
2264,1025.0,8.573436000000001,0.030357
2276,1025.0,8.6,0.03022721
2288,1025.0,8.8,0.02899232
2300,1025.0,8.976133,0.0276958
2312,1025.0,9.0,0.02750963
2324,1025.0,9.162604,0.02620924
2336,1025.0,9.2,0.02591024
2348,1025.0,9.379437,0.02462794
2360,1025.0,9.4,0.02448099
2372,1025.0,9.6,0.02352089
2384,1025.0,9.8,0.02314195
2396,1025.0,10.0,0.02327037
2408,1025.0,10.2,0.02376499
2420,1025.0,10.4,0.02449315
2432,1025.0,10.6,0.02535184
2444,1025.0,10.8,0.02626635
2456,1025.0,11.0,0.02718418
2468,1025.0,11.2,0.02806945
2480,1025.0,11.4,0.02889846
2492,1025.0,11.6,0.02965626
2504,1025.0,11.8,0.03033391
2516,1025.0,12.0,0.03092652
2528,1025.0,12.2,0.03143176
2540,1025.0,12.4,0.0318488
2552,1025.0,12.6,0.03217751
2564,1025.0,12.8,0.03241785
2576,1025.0,13.0,0.03256928
2588,1025.0,13.2,0.03263029
2600,1025.0,13.4,0.03259778
2612,1025.0,13.6,0.03246638
2624,1025.0,13.8,0.03222758
2636,1025.0,14.0,0.03186866
2648,1025.0,14.2,0.03137163
2660,1025.0,14.4,0.03071279
2672,1025.0,14.5893,0.02991573
2684,1025.0,14.6,0.02986528
2696,1025.0,14.79074,0.02885861
2708,1025.0,14.8,0.02880974
2720,1025.0,15.0,0.02756201
2732,1025.0,15.2,0.02621861
2744,1025.0,15.4,0.02497893
2756,1025.0,15.6,0.02407123
2768,1025.0,15.8,0.02362231
2780,1025.0,16.0,0.02361886
2792,1025.0,16.2,0.02396834
2804,1025.0,16.4,0.02456301
2816,1025.0,16.6,0.02530935
2828,1025.0,16.8,0.02613456
2840,1025.0,17.0,0.02698469
2852,1025.0,17.2,0.02782101
2864,1025.0,17.4,0.02861659
2876,1025.0,17.6,0.02935337
2888,1025.0,17.8,0.03001972
2900,1025.0,18.0,0.03060856
2912,1025.0,18.2,0.03111582
2924,1025.0,18.36465,0.03146445
2936,1025.0,18.4,0.0315393
2948,1025.0,18.531589999999998,0.03176207
2960,1025.0,18.6,0.03187788
2972,1025.0,18.70575,0.03201159
2984,1025.0,18.8,0.03213075
2996,1025.0,19.0,0.03229689
3008,1025.0,19.15997,0.03235898
3020,1025.0,19.2,0.03237452
3032,1025.0,19.38554,0.0323615
3044,1025.0,19.4,0.03236048
3056,1025.0,19.52692,0.03229013
3068,1025.0,19.6,0.03224963
3080,1025.0,19.8,0.03203405
3092,1025.0,19.96627,0.03175806
3104,1025.0,20.0,0.03170207
