,Temp,time,X_O2
20,1025.0,4.740879e-11,0.045
32,1025.0,2.1485680000000002e-08,0.045
44,1025.0,2.263136e-07,0.045
56,1025.0,5.464206e-07,0.045
68,1025.0,8.345169e-07,0.045
80,1025.0,1.6333430000000002e-06,0.045
92,1025.0,2.370466e-06,0.045
104,1025.0,3.401282e-06,0.045
116,1025.0,4.893705e-06,0.045
128,1025.0,6.535586e-06,0.04499999
140,1025.0,1.065285e-05,0.04499999
152,1025.0,1.4392029999999999e-05,0.04499999
164,1025.0,1.81312e-05,0.04499999
176,1025.0,2.217719e-05,0.04499999
188,1025.0,3.687608e-05,0.04499997
200,1025.0,5.291292e-05,0.04499996
212,1025.0,6.593732e-05,0.04499995
224,1025.0,0.0001157743,0.04499991
236,1025.0,0.0002636055,0.0449998
248,1025.0,0.0005252218,0.04499958
260,1025.0,0.0009961312,0.04499916
272,1025.0,0.0016057329999999998,0.04499857
284,1025.0,0.002215335,0.04499794
296,1025.0,0.002760784,0.04499735
308,1025.0,0.0032545609999999996,0.04499679
320,1025.0,0.0037483390000000003,0.04499623
332,1025.0,0.004493155,0.04499536
344,1025.0,0.005163221,0.04499458
356,1025.0,0.005775853,0.04499383
368,1025.0,0.007047446999999999,0.04499225
380,1025.0,0.008768751,0.04499007
392,1025.0,0.01025345,0.04498808
404,1025.0,0.0116168,0.04498625
416,1025.0,0.0165493,0.04497942
428,1025.0,0.02577943,0.04496558
440,1025.0,0.03240023,0.04495528
452,1025.0,0.04352622,0.04493686
464,1025.0,0.05957822,0.04490893
476,1025.0,0.0713146,0.04488789
488,1025.0,0.08102384,0.04487005
500,1025.0,0.08955453,0.04485373
512,1025.0,0.09808522,0.04483741
524,1025.0,0.1057628,0.04482273
536,1025.0,0.1134405,0.04480779
548,1025.0,0.1211181,0.04479239
560,1025.0,0.131872,0.04477083
572,1025.0,0.1429498,0.04474804
584,1025.0,0.1530291,0.044727
596,1025.0,0.1596396,0.0447132
608,1025.0,0.1661809,0.04469955
620,1025.0,0.1727222,0.04468589
632,1025.0,0.1912882,0.04464601
644,1025.0,0.2,0.04462721
656,1025.0,0.2223479,0.04457778
668,1025.0,0.2412369,0.04453506
680,1025.0,0.2582621,0.04449572
692,1025.0,0.2807826,0.04444368
704,1025.0,0.3064233,0.04438443
716,1025.0,0.3320641,0.04432379
728,1025.0,0.3577049,0.04426148
740,1025.0,0.3833457,0.04419917
752,1025.0,0.4,0.0441587
764,1025.0,0.4208565,0.04410474
776,1025.0,0.4357864,0.04406612
788,1025.0,0.4480503,0.04403439
800,1025.0,0.4603142,0.04400266
812,1025.0,0.4725781,0.04397093
824,1025.0,0.484842,0.0439392
836,1025.0,0.4971059,0.04390748
848,1025.0,0.5134695,0.04386514
860,1025.0,0.5282172,0.04382699
872,1025.0,0.5399487,0.04379664
884,1025.0,0.5611773,0.04374172
896,1025.0,0.5846405,0.04367999
908,1025.0,0.6,0.04363847
920,1025.0,0.6237457,0.04357251
932,1025.0,0.6472089,0.04350734
944,1025.0,0.6693313,0.04344588
956,1025.0,0.6904481,0.04338723
968,1025.0,0.708133,0.0433381
980,1025.0,0.7204718,0.04330263
992,1025.0,0.7316941,0.04327028
1004,1025.0,0.7429165,0.04323793
1016,1025.0,0.7541388,0.04320559
1028,1025.0,0.7653612,0.04317324
1040,1025.0,0.7765835,0.0431409
1052,1025.0,0.7878059,0.0431085
1064,1025.0,0.8,0.04307273
1076,1025.0,0.8198163,0.04301367
1088,1025.0,0.8379965,0.04295948
1100,1025.0,0.8561767,0.04290529
1112,1025.0,0.874357,0.0428508
1124,1025.0,0.8925372,0.04279522
1136,1025.0,0.9106308,0.04273991
1148,1025.0,0.926993,0.04268989
1160,1025.0,0.9433552,0.04263924
1172,1025.0,0.9597174,0.042588
1184,1025.0,0.9760796,0.04253677
1196,1025.0,0.9924418,0.04248554
1208,1025.0,1.0,0.0424618
1220,1025.0,1.0165950000000001,0.04240854
1232,1025.0,1.032958,0.04235603
1244,1025.0,1.04932,0.04230353
1256,1025.0,1.065682,0.04225086
1268,1025.0,1.082044,0.04219653
1280,1025.0,1.098406,0.04214219
1292,1025.0,1.1147690000000001,0.04208786
1304,1025.0,1.1311309999999999,0.04203352
1316,1025.0,1.147493,0.04197919
1328,1025.0,1.1638549999999999,0.04192485
1340,1025.0,1.180217,0.04187052
1352,1025.0,1.19658,0.04181484
1364,1025.0,1.2,0.04180319
1376,1025.0,1.2168379999999999,0.04174326
1388,1025.0,1.2332,0.04168502
1400,1025.0,1.249562,0.04162678
1412,1025.0,1.265924,0.04156854
1424,1025.0,1.282286,0.0415103
1436,1025.0,1.298649,0.04145206
1448,1025.0,1.3150110000000002,0.04139382
1460,1025.0,1.331373,0.04133558
1472,1025.0,1.3477350000000001,0.04127734
1484,1025.0,1.364097,0.0412191
1496,1025.0,1.380459,0.04116086
