,Temp,time,X_O2
14,875.0,4.740879e-11,0.045
26,875.0,2.1485680000000002e-08,0.045
38,875.0,2.263136e-07,0.045
50,875.0,5.464206e-07,0.045
62,875.0,8.345169e-07,0.045
74,875.0,1.6333430000000002e-06,0.045
86,875.0,2.370466e-06,0.045
98,875.0,3.401282e-06,0.045
110,875.0,4.893705e-06,0.045
122,875.0,6.535586e-06,0.045
134,875.0,1.065285e-05,0.045
146,875.0,1.4392029999999999e-05,0.045
158,875.0,1.81312e-05,0.045
170,875.0,2.217719e-05,0.045
182,875.0,3.687608e-05,0.045
194,875.0,5.291292e-05,0.045
206,875.0,6.593732e-05,0.045
218,875.0,0.0001157743,0.045
230,875.0,0.0002636055,0.04499999
242,875.0,0.0005252218,0.04499998
254,875.0,0.0009961312,0.04499997
266,875.0,0.0016057329999999998,0.04499996
278,875.0,0.002215335,0.04499994
290,875.0,0.002760784,0.04499992
302,875.0,0.0032545609999999996,0.04499991
314,875.0,0.0037483390000000003,0.04499989
326,875.0,0.004493155,0.04499986
338,875.0,0.005163221,0.04499984
350,875.0,0.005775853,0.04499982
362,875.0,0.007047446999999999,0.04499977
374,875.0,0.008768751,0.0449997
386,875.0,0.01025345,0.04499965
398,875.0,0.0116168,0.04499959
410,875.0,0.0165493,0.04499938
422,875.0,0.02577943,0.044999
434,875.0,0.03240023,0.04499872
446,875.0,0.04352622,0.04499826
458,875.0,0.05957822,0.04499759
470,875.0,0.0713146,0.04499709
482,875.0,0.08102384,0.04499668
494,875.0,0.08955453,0.04499632
506,875.0,0.09808522,0.04499596
518,875.0,0.1057628,0.04499563
530,875.0,0.1134405,0.04499531
542,875.0,0.1211181,0.04499498
554,875.0,0.131872,0.04499453
566,875.0,0.1429498,0.04499406
578,875.0,0.1530291,0.04499363
590,875.0,0.1596396,0.04499335
602,875.0,0.1661809,0.04499307
614,875.0,0.1727222,0.04499279
626,875.0,0.1912882,0.04499199
638,875.0,0.2,0.04499162
650,875.0,0.2223479,0.04499067
662,875.0,0.2412369,0.04498986
674,875.0,0.2582621,0.04498914
686,875.0,0.2807826,0.04498818
698,875.0,0.3064233,0.04498709
710,875.0,0.3320641,0.044986
722,875.0,0.3577049,0.04498491
734,875.0,0.3833457,0.04498382
746,875.0,0.4,0.04498311
758,875.0,0.4208565,0.04498224
770,875.0,0.4357864,0.04498161
782,875.0,0.4480503,0.0449811
794,875.0,0.4603142,0.04498059
806,875.0,0.4725781,0.04498008
818,875.0,0.484842,0.04497956
830,875.0,0.4971059,0.04497905
842,875.0,0.5134695,0.04497837
854,875.0,0.5282172,0.04497775
866,875.0,0.5399487,0.04497726
878,875.0,0.5611773,0.04497638
890,875.0,0.5846405,0.04497541
902,875.0,0.6,0.04497477
914,875.0,0.6237457,0.04497381
926,875.0,0.6472089,0.04497287
938,875.0,0.6693313,0.04497198
950,875.0,0.6904481,0.04497112
962,875.0,0.708133,0.04497041
974,875.0,0.7204718,0.04496991
986,875.0,0.7316941,0.04496946
998,875.0,0.7429165,0.04496901
1010,875.0,0.7541388,0.04496856
1022,875.0,0.7653612,0.04496811
1034,875.0,0.7765835,0.04496765
1046,875.0,0.7878059,0.0449672
1058,875.0,0.8,0.04496671
1070,875.0,0.8198163,0.04496595
1082,875.0,0.8379965,0.04496524
1094,875.0,0.8561767,0.04496454
1106,875.0,0.874357,0.04496384
1118,875.0,0.8925372,0.04496314
1130,875.0,0.9106308,0.04496244
1142,875.0,0.926993,0.04496181
1154,875.0,0.9433552,0.04496118
1166,875.0,0.9597174,0.04496054
1178,875.0,0.9760796,0.04495991
1190,875.0,0.9924418,0.04495928
1202,875.0,1.0,0.04495899
1214,875.0,1.0165950000000001,0.04495838
1226,875.0,1.032958,0.04495778
1238,875.0,1.04932,0.04495718
1250,875.0,1.065682,0.04495657
1262,875.0,1.082044,0.04495597
1274,875.0,1.098406,0.04495537
1286,875.0,1.1147690000000001,0.04495477
1298,875.0,1.1311309999999999,0.04495416
1310,875.0,1.147493,0.04495356
1322,875.0,1.1638549999999999,0.04495296
1334,875.0,1.180217,0.04495236
1346,875.0,1.19658,0.04495176
1358,875.0,1.2,0.04495163
1370,875.0,1.2168379999999999,0.04495104
1382,875.0,1.2332,0.04495047
1394,875.0,1.249562,0.04494991
1406,875.0,1.265924,0.04494934
1418,875.0,1.282286,0.04494877
1430,875.0,1.298649,0.0449482
1442,875.0,1.3150110000000002,0.04494763
1454,875.0,1.331373,0.04494706
1466,875.0,1.3477350000000001,0.04494649
1478,875.0,1.364097,0.04494592
1490,875.0,1.380459,0.04494535
1502,875.0,1.396822,0.04494478
1514,875.0,1.4,0.04494467
1526,875.0,1.41708,0.04494411
1538,875.0,1.433442,0.04494357
1550,875.0,1.449804,0.04494303
1562,875.0,1.466166,0.04494249
1574,875.0,1.482528,0.04494195
1586,875.0,1.498891,0.04494142
1598,875.0,1.515253,0.04494088
1610,875.0,1.531615,0.04494034
1622,875.0,1.547977,0.0449398
1634,875.0,1.564339,0.04493926
1646,875.0,1.580702,0.04493872
1658,875.0,1.597064,0.04493819
1670,875.0,1.6,0.04493809
1682,875.0,1.616543,0.04493758
1694,875.0,1.633684,0.04493704
1706,875.0,1.8,0.0449319
1718,875.0,2.0,0.04492608
1730,875.0,2.2,0.04492062
1742,875.0,2.4,0.0449155
1754,875.0,2.6,0.04491072
1766,875.0,2.8,0.04490626
1778,875.0,3.0,0.0449021
1790,875.0,3.2,0.04489821
1802,875.0,3.4,0.0448946
1814,875.0,3.6,0.04489124
1826,875.0,3.8,0.04488811
1838,875.0,4.0,0.04488521
1850,875.0,4.2,0.04488251
1862,875.0,4.4,0.04488001
1874,875.0,4.6,0.0448777
1886,875.0,4.8,0.04487555
1898,875.0,5.0,0.04487356
1910,875.0,5.2,0.04487172
1922,875.0,5.4,0.04487002
1934,875.0,5.6,0.04486844
1946,875.0,5.8,0.04486699
1958,875.0,6.0,0.04486565
1970,875.0,6.181816,0.04486451
1982,875.0,6.2,0.0448644
1994,875.0,6.4,0.04486326
2006,875.0,6.6,0.0448622
2018,875.0,6.7640720000000005,0.0448614
2030,875.0,6.8,0.04486123
2042,875.0,6.904348,0.04486076
2054,875.0,7.0,0.04486033
2066,875.0,7.149628999999999,0.04485971
2078,875.0,7.2,0.0448595
2090,875.0,7.284491,0.04485917
2102,875.0,7.355232000000001,0.0448589
2114,875.0,7.4,0.04485873
2126,875.0,7.577814999999999,0.04485811
2138,875.0,7.6,0.04485803
2150,875.0,7.7408399999999995,0.04485757
2162,875.0,7.8,0.04485738
2174,875.0,7.898936999999999,0.04485708
2186,875.0,7.985794,0.04485682
2198,875.0,8.0,0.04485678
2210,875.0,8.081721,0.04485656
2222,875.0,8.15363,0.04485637
2234,875.0,8.2,0.04485624
2246,875.0,8.4,0.04485573
2258,875.0,8.573436000000001,0.04485532
2270,875.0,8.6,0.04485526
2282,875.0,8.8,0.04485484
2294,875.0,8.976133,0.04485449
2306,875.0,9.0,0.04485444
2318,875.0,9.162604,0.04485415
2330,875.0,9.2,0.04485408
2342,875.0,9.379437,0.04485378
2354,875.0,9.4,0.04485375
2366,875.0,9.6,0.04485344
2378,875.0,9.8,0.04485316
2390,875.0,10.0,0.04485291
2402,875.0,10.2,0.04485267
2414,875.0,10.4,0.04485245
2426,875.0,10.6,0.04485225
