,Temp,time,X_O2
16,925.0,4.740879e-11,0.045
28,925.0,2.1485680000000002e-08,0.045
40,925.0,2.263136e-07,0.045
52,925.0,5.464206e-07,0.045
64,925.0,8.345169e-07,0.045
76,925.0,1.6333430000000002e-06,0.045
88,925.0,2.370466e-06,0.045
100,925.0,3.401282e-06,0.045
112,925.0,4.893705e-06,0.045
124,925.0,6.535586e-06,0.045
136,925.0,1.065285e-05,0.045
148,925.0,1.4392029999999999e-05,0.045
160,925.0,1.81312e-05,0.045
172,925.0,2.217719e-05,0.045
184,925.0,3.687608e-05,0.045
196,925.0,5.291292e-05,0.045
208,925.0,6.593732e-05,0.045
220,925.0,0.0001157743,0.04499999
232,925.0,0.0002636055,0.04499998
244,925.0,0.0005252218,0.04499995
256,925.0,0.0009961312,0.04499991
268,925.0,0.0016057329999999998,0.04499984
280,925.0,0.002215335,0.04499978
292,925.0,0.002760784,0.04499972
304,925.0,0.0032545609999999996,0.04499966
316,925.0,0.0037483390000000003,0.0449996
328,925.0,0.004493155,0.0449995
340,925.0,0.005163221,0.04499941
352,925.0,0.005775853,0.04499933
364,925.0,0.007047446999999999,0.04499917
376,925.0,0.008768751,0.04499894
388,925.0,0.01025345,0.04499873
400,925.0,0.0116168,0.04499854
412,925.0,0.0165493,0.04499786
424,925.0,0.02577943,0.04499655
436,925.0,0.03240023,0.04499559
448,925.0,0.04352622,0.04499396
460,925.0,0.05957822,0.04499153
472,925.0,0.0713146,0.04498972
484,925.0,0.08102384,0.04498822
496,925.0,0.08955453,0.0449869
508,925.0,0.09808522,0.04498555
520,925.0,0.1057628,0.04498431
532,925.0,0.1134405,0.04498307
544,925.0,0.1211181,0.04498184
556,925.0,0.131872,0.04498007
568,925.0,0.1429498,0.04497821
580,925.0,0.1530291,0.04497652
592,925.0,0.1596396,0.04497541
604,925.0,0.1661809,0.04497431
616,925.0,0.1727222,0.04497322
628,925.0,0.1912882,0.0449701
640,925.0,0.2,0.04496864
652,925.0,0.2223479,0.04496474
664,925.0,0.2412369,0.04496145
676,925.0,0.2582621,0.04495848
688,925.0,0.2807826,0.04495455
700,925.0,0.3064233,0.04494996
712,925.0,0.3320641,0.04494536
724,925.0,0.3577049,0.04494076
736,925.0,0.3833457,0.04493617
748,925.0,0.4,0.04493318
760,925.0,0.4208565,0.04492937
772,925.0,0.4357864,0.04492664
784,925.0,0.4480503,0.0449244
796,925.0,0.4603142,0.04492216
808,925.0,0.4725781,0.04491992
820,925.0,0.484842,0.04491768
832,925.0,0.4971059,0.04491544
844,925.0,0.5134695,0.04491245
856,925.0,0.5282172,0.04490976
868,925.0,0.5399487,0.04490761
880,925.0,0.5611773,0.04490374
892,925.0,0.5846405,0.04489945
904,925.0,0.6,0.04489663
916,925.0,0.6237457,0.04489228
928,925.0,0.6472089,0.04488798
940,925.0,0.6693313,0.04488392
952,925.0,0.6904481,0.04488005
964,925.0,0.708133,0.04487682
976,925.0,0.7204718,0.04487456
988,925.0,0.7316941,0.04487252
1000,925.0,0.7429165,0.04487047
1012,925.0,0.7541388,0.04486842
1024,925.0,0.7653612,0.04486637
1036,925.0,0.7765835,0.04486433
1048,925.0,0.7878059,0.04486228
1060,925.0,0.8,0.04486006
1072,925.0,0.8198163,0.04485647
1084,925.0,0.8379965,0.04485317
1096,925.0,0.8561767,0.04484988
1108,925.0,0.874357,0.04484658
1120,925.0,0.8925372,0.04484329
1132,925.0,0.9106308,0.04484004
1144,925.0,0.926993,0.0448371
1156,925.0,0.9433552,0.04483416
1168,925.0,0.9597174,0.04483122
1180,925.0,0.9760796,0.04482829
1192,925.0,0.9924418,0.04482537
1204,925.0,1.0,0.04482402
1216,925.0,1.0165950000000001,0.0448211
1228,925.0,1.032958,0.04481823
1240,925.0,1.04932,0.04481535
1252,925.0,1.065682,0.04481248
1264,925.0,1.082044,0.0448096
1276,925.0,1.098406,0.04480673
1288,925.0,1.1147690000000001,0.04480385
1300,925.0,1.1311309999999999,0.04480097
1312,925.0,1.147493,0.0447981
1324,925.0,1.1638549999999999,0.04479522
1336,925.0,1.180217,0.04479235
1348,925.0,1.19658,0.04478947
1360,925.0,1.2,0.04478887
1372,925.0,1.2168379999999999,0.04478601
1384,925.0,1.2332,0.04478322
1396,925.0,1.249562,0.04478044
1408,925.0,1.265924,0.04477766
1420,925.0,1.282286,0.04477487
1432,925.0,1.298649,0.04477209
1444,925.0,1.3150110000000002,0.04476931
1456,925.0,1.331373,0.04476652
1468,925.0,1.3477350000000001,0.04476374
1480,925.0,1.364097,0.04476096
1492,925.0,1.380459,0.04475817
1504,925.0,1.396822,0.04475539
1516,925.0,1.4,0.04475485
1528,925.0,1.41708,0.04475205
1540,925.0,1.433442,0.04474937
1552,925.0,1.449804,0.04474669
1564,925.0,1.466166,0.04474402
1576,925.0,1.482528,0.04474134
1588,925.0,1.498891,0.04473866
1600,925.0,1.515253,0.04473598
1612,925.0,1.531615,0.0447333
1624,925.0,1.547977,0.04473062
1636,925.0,1.564339,0.04472794
1648,925.0,1.580702,0.04472526
1660,925.0,1.597064,0.04472258
1672,925.0,1.6,0.0447221
1684,925.0,1.616543,0.04471951
1696,925.0,1.633684,0.04471682
1708,925.0,1.8,0.04469074
1720,925.0,2.0,0.0446608
1732,925.0,2.2,0.04463234
1744,925.0,2.4,0.04460534
1756,925.0,2.6,0.0445798
1768,925.0,2.8,0.0445557
1780,925.0,3.0,0.04453299
1792,925.0,3.2,0.04451163
1804,925.0,3.4,0.04449159
1816,925.0,3.6,0.04447279
1828,925.0,3.8,0.04445519
1840,925.0,4.0,0.04443873
1852,925.0,4.2,0.04442336
1864,925.0,4.4,0.04440902
1876,925.0,4.6,0.04439564
1888,925.0,4.8,0.04438318
1900,925.0,5.0,0.04437159
1912,925.0,5.2,0.0443608
1924,925.0,5.4,0.04435078
1936,925.0,5.6,0.04434147
1948,925.0,5.8,0.04433284
1960,925.0,6.0,0.04432482
1972,925.0,6.181816,0.04431807
1984,925.0,6.2,0.0443174
1996,925.0,6.4,0.04431051
2008,925.0,6.6,0.04430414
2020,925.0,6.7640720000000005,0.0442993
2032,925.0,6.8,0.04429824
2044,925.0,6.904348,0.04429539
2056,925.0,7.0,0.04429278
2068,925.0,7.149628999999999,0.04428901
2080,925.0,7.2,0.04428774
