,Temp,time,X_O2
15,900.0,4.740879e-11,0.045
27,900.0,2.1485680000000002e-08,0.045
39,900.0,2.263136e-07,0.045
51,900.0,5.464206e-07,0.045
63,900.0,8.345169e-07,0.045
75,900.0,1.6333430000000002e-06,0.045
87,900.0,2.370466e-06,0.045
99,900.0,3.401282e-06,0.045
111,900.0,4.893705e-06,0.045
123,900.0,6.535586e-06,0.045
135,900.0,1.065285e-05,0.045
147,900.0,1.4392029999999999e-05,0.045
159,900.0,1.81312e-05,0.045
171,900.0,2.217719e-05,0.045
183,900.0,3.687608e-05,0.045
195,900.0,5.291292e-05,0.045
207,900.0,6.593732e-05,0.045
219,900.0,0.0001157743,0.04499999
231,900.0,0.0002636055,0.04499999
243,900.0,0.0005252218,0.04499998
255,900.0,0.0009961312,0.04499995
267,900.0,0.0016057329999999998,0.04499992
279,900.0,0.002215335,0.04499988
291,900.0,0.002760784,0.04499985
303,900.0,0.0032545609999999996,0.04499982
315,900.0,0.0037483390000000003,0.04499979
327,900.0,0.004493155,0.04499973
339,900.0,0.005163221,0.04499969
351,900.0,0.005775853,0.04499964
363,900.0,0.007047446999999999,0.04499955
375,900.0,0.008768751,0.04499943
387,900.0,0.01025345,0.04499932
399,900.0,0.0116168,0.04499921
411,900.0,0.0165493,0.04499883
423,900.0,0.02577943,0.04499812
435,900.0,0.03240023,0.04499761
447,900.0,0.04352622,0.04499674
459,900.0,0.05957822,0.04499545
471,900.0,0.0713146,0.04499451
483,900.0,0.08102384,0.04499372
495,900.0,0.08955453,0.04499302
507,900.0,0.09808522,0.04499231
519,900.0,0.1057628,0.04499168
531,900.0,0.1134405,0.04499105
543,900.0,0.1211181,0.04499042
555,900.0,0.131872,0.04498953
567,900.0,0.1429498,0.04498862
579,900.0,0.1530291,0.04498776
591,900.0,0.1596396,0.04498721
603,900.0,0.1661809,0.04498665
615,900.0,0.1727222,0.0449861
627,900.0,0.1912882,0.04498453
639,900.0,0.2,0.04498379
651,900.0,0.2223479,0.04498185
663,900.0,0.2412369,0.04498022
675,900.0,0.2582621,0.04497874
687,900.0,0.2807826,0.04497679
699,900.0,0.3064233,0.04497457
711,900.0,0.3320641,0.04497235
723,900.0,0.3577049,0.04497011
735,900.0,0.3833457,0.04496786
747,900.0,0.4,0.0449664
759,900.0,0.4208565,0.04496457
771,900.0,0.4357864,0.04496326
783,900.0,0.4480503,0.04496219
795,900.0,0.4603142,0.04496111
807,900.0,0.4725781,0.04496004
819,900.0,0.484842,0.04495896
831,900.0,0.4971059,0.04495789
843,900.0,0.5134695,0.04495645
855,900.0,0.5282172,0.04495516
867,900.0,0.5399487,0.04495413
879,900.0,0.5611773,0.04495227
891,900.0,0.5846405,0.04495022
903,900.0,0.6,0.04494887
915,900.0,0.6237457,0.04494682
927,900.0,0.6472089,0.04494479
939,900.0,0.6693313,0.04494288
951,900.0,0.6904481,0.04494106
963,900.0,0.708133,0.04493953
975,900.0,0.7204718,0.04493846
987,900.0,0.7316941,0.04493749
999,900.0,0.7429165,0.04493652
1011,900.0,0.7541388,0.04493555
1023,900.0,0.7653612,0.04493458
1035,900.0,0.7765835,0.04493361
1047,900.0,0.7878059,0.04493264
1059,900.0,0.8,0.04493159
1071,900.0,0.8198163,0.04492993
1083,900.0,0.8379965,0.0449284
1095,900.0,0.8561767,0.04492687
1107,900.0,0.874357,0.04492535
1119,900.0,0.8925372,0.04492382
1131,900.0,0.9106308,0.0449223
1143,900.0,0.926993,0.04492093
1155,900.0,0.9433552,0.04491956
1167,900.0,0.9597174,0.04491818
1179,900.0,0.9760796,0.04491681
1191,900.0,0.9924418,0.04491543
1203,900.0,1.0,0.0449148
1215,900.0,1.0165950000000001,0.04491346
1227,900.0,1.032958,0.04491213
1239,900.0,1.04932,0.04491081
1251,900.0,1.065682,0.04490948
1263,900.0,1.082044,0.04490815
1275,900.0,1.098406,0.04490683
1287,900.0,1.1147690000000001,0.0449055
1299,900.0,1.1311309999999999,0.04490418
1311,900.0,1.147493,0.04490285
1323,900.0,1.1638549999999999,0.04490153
1335,900.0,1.180217,0.0449002
1347,900.0,1.19658,0.04489888
1359,900.0,1.2,0.0448986
1371,900.0,1.2168379999999999,0.04489729
1383,900.0,1.2332,0.04489602
1395,900.0,1.249562,0.04489475
1407,900.0,1.265924,0.04489348
1419,900.0,1.282286,0.04489221
1431,900.0,1.298649,0.04489094
1443,900.0,1.3150110000000002,0.04488968
1455,900.0,1.331373,0.04488841
1467,900.0,1.3477350000000001,0.04488714
1479,900.0,1.364097,0.04488587
1491,900.0,1.380459,0.0448846
1503,900.0,1.396822,0.04488333
1515,900.0,1.4,0.04488308
1527,900.0,1.41708,0.04488181
1539,900.0,1.433442,0.0448806
1551,900.0,1.449804,0.04487939
1563,900.0,1.466166,0.04487818
1575,900.0,1.482528,0.04487696
1587,900.0,1.498891,0.04487575
1599,900.0,1.515253,0.04487454
1611,900.0,1.531615,0.04487333
1623,900.0,1.547977,0.04487211
1635,900.0,1.564339,0.0448709
1647,900.0,1.580702,0.04486969
1659,900.0,1.597064,0.04486848
1671,900.0,1.6,0.04486826
1683,900.0,1.616543,0.04486709
1695,900.0,1.633684,0.04486589
1707,900.0,1.8,0.04485417
1719,900.0,2.0,0.04484081
1731,900.0,2.2,0.04482817
1743,900.0,2.4,0.04481625
1755,900.0,2.6,0.04480502
1767,900.0,2.8,0.04479446
1779,900.0,3.0,0.04478455
1791,900.0,3.2,0.04477527
1803,900.0,3.4,0.04476658
1815,900.0,3.6,0.04475845
1827,900.0,3.8,0.04475086
1839,900.0,4.0,0.04474379
1851,900.0,4.2,0.04473719
1863,900.0,4.4,0.04473105
1875,900.0,4.6,0.04472534
1887,900.0,4.8,0.04472003
1899,900.0,5.0,0.0447151
1911,900.0,5.2,0.04471052
1923,900.0,5.4,0.04470627
1935,900.0,5.6,0.04470234
1947,900.0,5.8,0.04469869
1959,900.0,6.0,0.04469531
1971,900.0,6.181816,0.04469247
1983,900.0,6.2,0.04469219
1995,900.0,6.4,0.0446893
2007,900.0,6.6,0.04468663
2019,900.0,6.7640720000000005,0.0446846
2031,900.0,6.8,0.04468416
2043,900.0,6.904348,0.04468297
2055,900.0,7.0,0.04468188
2067,900.0,7.149628999999999,0.04468031
2079,900.0,7.2,0.04467978
2091,900.0,7.284491,0.04467896
2103,900.0,7.355232000000001,0.04467827
2115,900.0,7.4,0.04467783
2127,900.0,7.577814999999999,0.04467624
2139,900.0,7.6,0.04467604
2151,900.0,7.7408399999999995,0.04467488
2163,900.0,7.8,0.04467439
2175,900.0,7.898936999999999,0.04467363
2187,900.0,7.985794,0.04467297
2199,900.0,8.0,0.04467286
2211,900.0,8.081721,0.04467229
2223,900.0,8.15363,0.04467178
2235,900.0,8.2,0.04467146
2247,900.0,8.4,0.04467017
2259,900.0,8.573436000000001,0.04466914
2271,900.0,8.6,0.04466898
2283,900.0,8.8,0.04466788
2295,900.0,8.976133,0.04466699
2307,900.0,9.0,0.04466687
2319,900.0,9.162604,0.04466611
2331,900.0,9.2,0.04466594
2343,900.0,9.379437,0.04466518
2355,900.0,9.4,0.04466509
2367,900.0,9.6,0.0446643
2379,900.0,9.8,0.04466358
2391,900.0,10.0,0.04466291
2403,900.0,10.2,0.0446623
2415,900.0,10.4,0.04466174
2427,900.0,10.6,0.04466122
2439,900.0,10.8,0.04466075
2451,900.0,11.0,0.04466032
2463,900.0,11.2,0.04465992
2475,900.0,11.4,0.04465955
2487,900.0,11.6,0.04465921
2499,900.0,11.8,0.0446589
2511,900.0,12.0,0.04465862
2523,900.0,12.2,0.04465836
2535,900.0,12.4,0.04465812
2547,900.0,12.6,0.0446579
2559,900.0,12.8,0.0446577
2571,900.0,13.0,0.04465752
2583,900.0,13.2,0.04465735
2595,900.0,13.4,0.0446572
2607,900.0,13.6,0.04465706
2619,900.0,13.8,0.04465693
2631,900.0,14.0,0.04465681
2643,900.0,14.2,0.0446567
2655,900.0,14.4,0.0446566
2667,900.0,14.5893,0.04465651
2679,900.0,14.6,0.04465651
2691,900.0,14.79074,0.04465642
2703,900.0,14.8,0.04465642
2715,900.0,15.0,0.04465635
2727,900.0,15.2,0.04465628
2739,900.0,15.4,0.04465621
2751,900.0,15.6,0.04465615
2763,900.0,15.8,0.0446561
2775,900.0,16.0,0.04465605
2787,900.0,16.2,0.04465601
2799,900.0,16.4,0.04465596
2811,900.0,16.6,0.04465593
2823,900.0,16.8,0.04465589
2835,900.0,17.0,0.04465586
2847,900.0,17.2,0.04465583
2859,900.0,17.4,0.0446558
2871,900.0,17.6,0.04465578
2883,900.0,17.8,0.04465576
2895,900.0,18.0,0.04465574
2907,900.0,18.2,0.04465572
2919,900.0,18.36465,0.0446557
2931,900.0,18.4,0.0446557
2943,900.0,18.531589999999998,0.04465569
2955,900.0,18.6,0.04465569
2967,900.0,18.70575,0.04465568
2979,900.0,18.8,0.04465567
2991,900.0,19.0,0.04465566
3003,900.0,19.15997,0.04465565
3015,900.0,19.2,0.04465565
3027,900.0,19.38554,0.04465564
3039,900.0,19.4,0.04465564
3051,900.0,19.52692,0.04465563
3063,900.0,19.6,0.04465563
3075,900.0,19.8,0.04465562
3087,900.0,19.96627,0.04465561
3099,900.0,20.0,0.04465561
